α=1.00%, θ*=1.40, TPR=0.0354, FPR=0.0042, PPV=0.8934, Advantage=0.0312
α=52.00%, θ*=2.25, TPR=0.5738, FPR=0.5011, PPV=0.5338, Advantage=0.0728
α=53.00%, θ*=2.25, TPR=0.5738, FPR=0.5011, PPV=0.5338, Advantage=0.0728
α=54.00%, θ*=2.25, TPR=0.5738, FPR=0.5011, PPV=0.5338, Advantage=0.0728
α=55.00%, θ*=2.25, TPR=0.5738, FPR=0.5011, PPV=0.5338, Advantage=0.0728
α=56.00%, θ*=2.25, TPR=0.5738, FPR=0.5011, PPV=0.5338, Advantage=0.0728
α=57.00%, θ*=2.30, TPR=0.6142, FPR=0.5624, PPV=0.5220, Advantage=0.0518
α=58.00%, θ*=2.30, TPR=0.6142, FPR=0.5624, PPV=0.5220, Advantage=0.0518
α=59.00%, θ*=2.30, TPR=0.6142, FPR=0.5624, PPV=0.5220, Advantage=0.0518
α=60.00%, θ*=2.30, TPR=0.6142, FPR=0.5624, PPV=0.5220, Advantage=0.0518
α=61.00%, θ*=2.35, TPR=0.6580, FPR=0.6004, PPV=0.5229, Advantage=0.0575
α=62.00%, θ*=2.35, TPR=0.6580, FPR=0.6004, PPV=0.5229, Advantage=0.0575
α=63.00%, θ*=2.40, TPR=0.7003, FPR=0.6258, PPV=0.5281, Advantage=0.0745
α=64.00%, θ*=2.40, TPR=0.7003, FPR=0.6258, PPV=0.5281, Advantage=0.0745
α=65.00%, θ*=2.40, TPR=0.7003, FPR=0.6258, PPV=0.5281, Advantage=0.0745
α=66.00%, θ*=2.45, TPR=0.7389, FPR=0.6596, PPV=0.5284, Advantage=0.0793
α=67.00%, θ*=2.45, TPR=0.7389, FPR=0.6596, PPV=0.5284, Advantage=0.0793
α=68.00%, θ*=2.45, TPR=0.7389, FPR=0.6596, PPV=0.5284, Advantage=0.0793
α=69.00%, θ*=2.50, TPR=0.7815, FPR=0.6892, PPV=0.5314, Advantage=0.0923
α=70.00%, θ*=2.50, TPR=0.7815, FPR=0.6892, PPV=0.5314, Advantage=0.0923
α=71.00%, θ*=2.55, TPR=0.8169, FPR=0.7040, PPV=0.5371, Advantage=0.1129
α=72.00%, θ*=2.55, TPR=0.8169, FPR=0.7040, PPV=0.5371, Advantage=0.1129
α=73.00%, θ*=2.60, TPR=0.8465, FPR=0.7273, PPV=0.5379, Advantage=0.1192
α=74.00%, θ*=2.60, TPR=0.8465, FPR=0.7273, PPV=0.5379, Advantage=0.1192
α=75.00%, θ*=2.60, TPR=0.8465, FPR=0.7273, PPV=0.5379, Advantage=0.1192
α=76.00%, θ*=2.60, TPR=0.8465, FPR=0.7273, PPV=0.5379, Advantage=0.1192
α=77.00%, θ*=2.65, TPR=0.8656, FPR=0.7611, PPV=0.5321, Advantage=0.1046
α=78.00%, θ*=2.65, TPR=0.8656, FPR=0.7611, PPV=0.5321, Advantage=0.1046
α=79.00%, θ*=2.65, TPR=0.8656, FPR=0.7611, PPV=0.5321, Advantage=0.1046
α=80.00%, θ*=2.65, TPR=0.8656, FPR=0.7611, PPV=0.5321, Advantage=0.1046
α=81.00%, θ*=2.65, TPR=0.8656, FPR=0.7611, PPV=0.5321, Advantage=0.1046
α=82.00%, θ*=2.70, TPR=0.8885, FPR=0.8118, PPV=0.5226, Advantage=0.0767
α=83.00%, θ*=2.70, TPR=0.8885, FPR=0.8118, PPV=0.5226, Advantage=0.0767
α=84.00%, θ*=2.75, TPR=0.9026, FPR=0.8330, PPV=0.5200, Advantage=0.0696
α=85.00%, θ*=2.75, TPR=0.9026, FPR=0.8330, PPV=0.5200, Advantage=0.0696
α=86.00%, θ*=2.75, TPR=0.9026, FPR=0.8330, PPV=0.5200, Advantage=0.0696
α=87.00%, θ*=2.80, TPR=0.9227, FPR=0.8626, PPV=0.5168, Advantage=0.0602
α=88.00%, θ*=2.80, TPR=0.9227, FPR=0.8626, PPV=0.5168, Advantage=0.0602
α=89.00%, θ*=2.80, TPR=0.9227, FPR=0.8626, PPV=0.5168, Advantage=0.0602
α=90.00%, θ*=2.85, TPR=0.9365, FPR=0.8901, PPV=0.5127, Advantage=0.0465
α=91.00%, θ*=2.90, TPR=0.9481, FPR=0.9070, PPV=0.5111, Advantage=0.0411
α=92.00%, θ*=2.90, TPR=0.9481, FPR=0.9070, PPV=0.5111, Advantage=0.0411
α=93.00%, θ*=2.95, TPR=0.9587, FPR=0.9281, PPV=0.5081, Advantage=0.0305
α=94.00%, θ*=3.00, TPR=0.9695, FPR=0.9345, PPV=0.5092, Advantage=0.0350
α=95.00%, θ*=3.10, TPR=0.9847, FPR=0.9493, PPV=0.5092, Advantage=0.0355
α=96.00%, θ*=3.10, TPR=0.9847, FPR=0.9493, PPV=0.5092, Advantage=0.0355
α=97.00%, θ*=3.20, TPR=0.9921, FPR=0.9662, PPV=0.5066, Advantage=0.0260
α=98.00%, θ*=3.25, TPR=0.9934, FPR=0.9746, PPV=0.5048, Advantage=0.0187
α=99.00%, θ*=3.60, TPR=1.0000, FPR=0.9831, PPV=0.5043, Advantage=0.0169
α=100.00%, θ*=4.70, TPR=1.0000, FPR=1.0000, PPV=0.5000, Advantage=0.0000
