α=1.00%, θ*=1.40, TPR=0.0354, FPR=0.0042, PPV=0.8934, Advantage=0.0312
α=2.00%, θ*=1.45, TPR=0.0480, FPR=0.0127, PPV=0.7909, Advantage=0.0353
α=3.00%, θ*=1.50, TPR=0.0610, FPR=0.0275, PPV=0.6895, Advantage=0.0335
α=4.00%, θ*=1.50, TPR=0.0610, FPR=0.0275, PPV=0.6895, Advantage=0.0335
α=5.00%, θ*=1.55, TPR=0.0765, FPR=0.0486, PPV=0.6115, Advantage=0.0279
α=6.00%, θ*=1.55, TPR=0.0765, FPR=0.0486, PPV=0.6115, Advantage=0.0279
α=7.00%, θ*=1.55, TPR=0.0765, FPR=0.0486, PPV=0.6115, Advantage=0.0279
α=8.00%, θ*=1.60, TPR=0.0903, FPR=0.0740, PPV=0.5496, Advantage=0.0163
α=9.00%, θ*=1.60, TPR=0.0903, FPR=0.0740, PPV=0.5496, Advantage=0.0163
α=10.00%, θ*=1.65, TPR=0.1107, FPR=0.0930, PPV=0.5434, Advantage=0.0177
α=11.00%, θ*=1.70, TPR=0.1393, FPR=0.1099, PPV=0.5589, Advantage=0.0293
α=12.00%, θ*=1.70, TPR=0.1393, FPR=0.1099, PPV=0.5589, Advantage=0.0293
α=13.00%, θ*=1.70, TPR=0.1393, FPR=0.1099, PPV=0.5589, Advantage=0.0293
α=14.00%, θ*=1.70, TPR=0.1393, FPR=0.1099, PPV=0.5589, Advantage=0.0293
α=15.00%, θ*=1.75, TPR=0.1666, FPR=0.1416, PPV=0.5404, Advantage=0.0249
α=16.00%, θ*=1.75, TPR=0.1666, FPR=0.1416, PPV=0.5404, Advantage=0.0249
α=17.00%, θ*=1.75, TPR=0.1666, FPR=0.1416, PPV=0.5404, Advantage=0.0249
α=18.00%, θ*=1.80, TPR=0.1976, FPR=0.1755, PPV=0.5296, Advantage=0.0221
α=19.00%, θ*=1.80, TPR=0.1976, FPR=0.1755, PPV=0.5296, Advantage=0.0221
α=20.00%, θ*=1.85, TPR=0.2269, FPR=0.1987, PPV=0.5331, Advantage=0.0281
α=21.00%, θ*=1.85, TPR=0.2269, FPR=0.1987, PPV=0.5331, Advantage=0.0281
α=22.00%, θ*=1.85, TPR=0.2269, FPR=0.1987, PPV=0.5331, Advantage=0.0281
α=23.00%, θ*=1.85, TPR=0.2269, FPR=0.1987, PPV=0.5331, Advantage=0.0281
α=24.00%, θ*=1.90, TPR=0.2616, FPR=0.2326, PPV=0.5294, Advantage=0.0290
α=25.00%, θ*=1.95, TPR=0.3034, FPR=0.2474, PPV=0.5509, Advantage=0.0560
α=26.00%, θ*=1.95, TPR=0.3034, FPR=0.2474, PPV=0.5509, Advantage=0.0560
α=27.00%, θ*=1.95, TPR=0.3034, FPR=0.2474, PPV=0.5509, Advantage=0.0560
α=28.00%, θ*=1.95, TPR=0.3034, FPR=0.2474, PPV=0.5509, Advantage=0.0560
α=29.00%, θ*=2.00, TPR=0.3538, FPR=0.2833, PPV=0.5554, Advantage=0.0705
α=30.00%, θ*=2.00, TPR=0.3538, FPR=0.2833, PPV=0.5554, Advantage=0.0705
α=31.00%, θ*=2.05, TPR=0.4072, FPR=0.3066, PPV=0.5705, Advantage=0.1007
α=32.00%, θ*=2.05, TPR=0.4072, FPR=0.3066, PPV=0.5705, Advantage=0.1007
α=33.00%, θ*=2.05, TPR=0.4072, FPR=0.3066, PPV=0.5705, Advantage=0.1007
α=34.00%, θ*=2.05, TPR=0.4072, FPR=0.3066, PPV=0.5705, Advantage=0.1007
α=35.00%, θ*=2.10, TPR=0.4540, FPR=0.3404, PPV=0.5715, Advantage=0.1136
α=36.00%, θ*=2.10, TPR=0.4540, FPR=0.3404, PPV=0.5715, Advantage=0.1136
α=37.00%, θ*=2.10, TPR=0.4540, FPR=0.3404, PPV=0.5715, Advantage=0.1136
α=38.00%, θ*=2.10, TPR=0.4540, FPR=0.3404, PPV=0.5715, Advantage=0.1136
α=39.00%, θ*=2.10, TPR=0.4540, FPR=0.3404, PPV=0.5715, Advantage=0.1136
α=40.00%, θ*=2.15, TPR=0.4961, FPR=0.3953, PPV=0.5565, Advantage=0.1007
α=41.00%, θ*=2.15, TPR=0.4961, FPR=0.3953, PPV=0.5565, Advantage=0.1007
α=42.00%, θ*=2.15, TPR=0.4961, FPR=0.3953, PPV=0.5565, Advantage=0.1007
α=43.00%, θ*=2.15, TPR=0.4961, FPR=0.3953, PPV=0.5565, Advantage=0.1007
α=44.00%, θ*=2.15, TPR=0.4961, FPR=0.3953, PPV=0.5565, Advantage=0.1007
α=45.00%, θ*=2.15, TPR=0.4961, FPR=0.3953, PPV=0.5565, Advantage=0.1007
α=46.00%, θ*=2.15, TPR=0.4961, FPR=0.3953, PPV=0.5565, Advantage=0.1007
α=47.00%, θ*=2.20, TPR=0.5362, FPR=0.4630, PPV=0.5366, Advantage=0.0732
α=48.00%, θ*=2.20, TPR=0.5362, FPR=0.4630, PPV=0.5366, Advantage=0.0732
α=49.00%, θ*=2.20, TPR=0.5362, FPR=0.4630, PPV=0.5366, Advantage=0.0732
α=50.00%, θ*=2.20, TPR=0.5362, FPR=0.4630, PPV=0.5366, Advantage=0.0732
α=51.00%, θ*=2.25, TPR=0.5738, FPR=0.5011, PPV=0.5338, Advantage=0.0728
