α=1.00%, θ*=0.85, TPR=0.0024, FPR=0.0022, PPV=0.5247, Advantage=0.0002
α=51.00%, θ*=2.15, TPR=0.6625, FPR=0.4878, PPV=0.5759, Advantage=0.1747
α=52.00%, θ*=2.15, TPR=0.6625, FPR=0.4878, PPV=0.5759, Advantage=0.1747
α=53.00%, θ*=2.15, TPR=0.6625, FPR=0.4878, PPV=0.5759, Advantage=0.1747
α=54.00%, θ*=2.20, TPR=0.6921, FPR=0.5322, PPV=0.5653, Advantage=0.1600
α=55.00%, θ*=2.20, TPR=0.6921, FPR=0.5322, PPV=0.5653, Advantage=0.1600
α=56.00%, θ*=2.20, TPR=0.6921, FPR=0.5322, PPV=0.5653, Advantage=0.1600
α=57.00%, θ*=2.20, TPR=0.6921, FPR=0.5322, PPV=0.5653, Advantage=0.1600
α=58.00%, θ*=2.20, TPR=0.6921, FPR=0.5322, PPV=0.5653, Advantage=0.1600
α=59.00%, θ*=2.20, TPR=0.6921, FPR=0.5322, PPV=0.5653, Advantage=0.1600
α=60.00%, θ*=2.25, TPR=0.7303, FPR=0.5920, PPV=0.5523, Advantage=0.1383
α=61.00%, θ*=2.25, TPR=0.7303, FPR=0.5920, PPV=0.5523, Advantage=0.1383
α=62.00%, θ*=2.25, TPR=0.7303, FPR=0.5920, PPV=0.5523, Advantage=0.1383
α=63.00%, θ*=2.30, TPR=0.7685, FPR=0.6275, PPV=0.5505, Advantage=0.1410
α=64.00%, θ*=2.30, TPR=0.7685, FPR=0.6275, PPV=0.5505, Advantage=0.1410
α=65.00%, θ*=2.30, TPR=0.7685, FPR=0.6275, PPV=0.5505, Advantage=0.1410
α=66.00%, θ*=2.30, TPR=0.7685, FPR=0.6275, PPV=0.5505, Advantage=0.1410
α=67.00%, θ*=2.30, TPR=0.7685, FPR=0.6275, PPV=0.5505, Advantage=0.1410
α=68.00%, θ*=2.30, TPR=0.7685, FPR=0.6275, PPV=0.5505, Advantage=0.1410
α=69.00%, θ*=2.35, TPR=0.8040, FPR=0.6807, PPV=0.5415, Advantage=0.1233
α=70.00%, θ*=2.35, TPR=0.8040, FPR=0.6807, PPV=0.5415, Advantage=0.1233
α=71.00%, θ*=2.35, TPR=0.8040, FPR=0.6807, PPV=0.5415, Advantage=0.1233
α=72.00%, θ*=2.35, TPR=0.8040, FPR=0.6807, PPV=0.5415, Advantage=0.1233
α=73.00%, θ*=2.40, TPR=0.8346, FPR=0.7273, PPV=0.5343, Advantage=0.1073
α=74.00%, θ*=2.40, TPR=0.8346, FPR=0.7273, PPV=0.5343, Advantage=0.1073
α=75.00%, θ*=2.40, TPR=0.8346, FPR=0.7273, PPV=0.5343, Advantage=0.1073
α=76.00%, θ*=2.40, TPR=0.8346, FPR=0.7273, PPV=0.5343, Advantage=0.1073
α=77.00%, θ*=2.45, TPR=0.8603, FPR=0.7650, PPV=0.5293, Advantage=0.0953
α=78.00%, θ*=2.45, TPR=0.8603, FPR=0.7650, PPV=0.5293, Advantage=0.0953
α=79.00%, θ*=2.45, TPR=0.8603, FPR=0.7650, PPV=0.5293, Advantage=0.0953
α=80.00%, θ*=2.45, TPR=0.8603, FPR=0.7650, PPV=0.5293, Advantage=0.0953
α=81.00%, θ*=2.50, TPR=0.8879, FPR=0.8071, PPV=0.5238, Advantage=0.0808
α=82.00%, θ*=2.50, TPR=0.8879, FPR=0.8071, PPV=0.5238, Advantage=0.0808
α=83.00%, θ*=2.50, TPR=0.8879, FPR=0.8071, PPV=0.5238, Advantage=0.0808
α=84.00%, θ*=2.50, TPR=0.8879, FPR=0.8071, PPV=0.5238, Advantage=0.0808
α=85.00%, θ*=2.55, TPR=0.9090, FPR=0.8404, PPV=0.5196, Advantage=0.0686
α=86.00%, θ*=2.55, TPR=0.9090, FPR=0.8404, PPV=0.5196, Advantage=0.0686
α=87.00%, θ*=2.60, TPR=0.9232, FPR=0.8625, PPV=0.5170, Advantage=0.0606
α=88.00%, θ*=2.60, TPR=0.9232, FPR=0.8625, PPV=0.5170, Advantage=0.0606
α=89.00%, θ*=2.60, TPR=0.9232, FPR=0.8625, PPV=0.5170, Advantage=0.0606
α=90.00%, θ*=2.60, TPR=0.9232, FPR=0.8625, PPV=0.5170, Advantage=0.0606
α=91.00%, θ*=2.65, TPR=0.9347, FPR=0.9091, PPV=0.5069, Advantage=0.0256
α=92.00%, θ*=2.65, TPR=0.9347, FPR=0.9091, PPV=0.5069, Advantage=0.0256
α=93.00%, θ*=2.65, TPR=0.9347, FPR=0.9091, PPV=0.5069, Advantage=0.0256
α=94.00%, θ*=2.70, TPR=0.9435, FPR=0.9335, PPV=0.5027, Advantage=0.0100
α=95.00%, θ*=2.70, TPR=0.9435, FPR=0.9335, PPV=0.5027, Advantage=0.0100
α=96.00%, θ*=2.75, TPR=0.9545, FPR=0.9557, PPV=0.4997, Advantage=-0.0012
α=97.00%, θ*=2.75, TPR=0.9545, FPR=0.9557, PPV=0.4997, Advantage=-0.0012
α=98.00%, θ*=2.80, TPR=0.9628, FPR=0.9756, PPV=0.4967, Advantage=-0.0128
α=99.00%, θ*=2.85, TPR=0.9699, FPR=0.9889, PPV=0.4951, Advantage=-0.0190
α=100.00%, θ*=4.70, TPR=1.0000, FPR=1.0000, PPV=0.5000, Advantage=0.0000
