α=1.00%, θ*=0.85, TPR=0.0024, FPR=0.0022, PPV=0.5247, Advantage=0.0002
α=2.00%, θ*=1.00, TPR=0.0157, FPR=0.0155, PPV=0.5023, Advantage=0.0001
α=3.00%, θ*=1.05, TPR=0.0235, FPR=0.0222, PPV=0.5145, Advantage=0.0013
α=4.00%, θ*=1.20, TPR=0.0551, FPR=0.0377, PPV=0.5936, Advantage=0.0174
α=5.00%, θ*=1.25, TPR=0.0627, FPR=0.0466, PPV=0.5737, Advantage=0.0161
α=6.00%, θ*=1.35, TPR=0.0854, FPR=0.0532, PPV=0.6161, Advantage=0.0322
α=7.00%, θ*=1.40, TPR=0.1011, FPR=0.0621, PPV=0.6195, Advantage=0.0390
α=8.00%, θ*=1.45, TPR=0.1233, FPR=0.0710, PPV=0.6348, Advantage=0.0524
α=9.00%, θ*=1.45, TPR=0.1233, FPR=0.0710, PPV=0.6348, Advantage=0.0524
α=10.00%, θ*=1.45, TPR=0.1233, FPR=0.0710, PPV=0.6348, Advantage=0.0524
α=11.00%, θ*=1.50, TPR=0.1544, FPR=0.1064, PPV=0.5920, Advantage=0.0480
α=12.00%, θ*=1.55, TPR=0.1880, FPR=0.1131, PPV=0.6244, Advantage=0.0749
α=13.00%, θ*=1.60, TPR=0.2242, FPR=0.1264, PPV=0.6395, Advantage=0.0978
α=14.00%, θ*=1.60, TPR=0.2242, FPR=0.1264, PPV=0.6395, Advantage=0.0978
α=15.00%, θ*=1.65, TPR=0.2604, FPR=0.1441, PPV=0.6437, Advantage=0.1163
α=16.00%, θ*=1.70, TPR=0.2949, FPR=0.1508, PPV=0.6617, Advantage=0.1441
α=17.00%, θ*=1.70, TPR=0.2949, FPR=0.1508, PPV=0.6617, Advantage=0.1441
α=18.00%, θ*=1.75, TPR=0.3409, FPR=0.1774, PPV=0.6578, Advantage=0.1635
α=19.00%, θ*=1.80, TPR=0.3796, FPR=0.1840, PPV=0.6735, Advantage=0.1956
α=20.00%, θ*=1.80, TPR=0.3796, FPR=0.1840, PPV=0.6735, Advantage=0.1956
α=21.00%, θ*=1.85, TPR=0.4273, FPR=0.2018, PPV=0.6793, Advantage=0.2255
α=22.00%, θ*=1.85, TPR=0.4273, FPR=0.2018, PPV=0.6793, Advantage=0.2255
α=23.00%, θ*=1.90, TPR=0.4657, FPR=0.2284, PPV=0.6710, Advantage=0.2374
α=24.00%, θ*=1.90, TPR=0.4657, FPR=0.2284, PPV=0.6710, Advantage=0.2374
α=25.00%, θ*=1.90, TPR=0.4657, FPR=0.2284, PPV=0.6710, Advantage=0.2374
α=26.00%, θ*=1.95, TPR=0.5042, FPR=0.2506, PPV=0.6680, Advantage=0.2536
α=27.00%, θ*=1.95, TPR=0.5042, FPR=0.2506, PPV=0.6680, Advantage=0.2536
α=28.00%, θ*=1.95, TPR=0.5042, FPR=0.2506, PPV=0.6680, Advantage=0.2536
α=29.00%, θ*=1.95, TPR=0.5042, FPR=0.2506, PPV=0.6680, Advantage=0.2536
α=30.00%, θ*=1.95, TPR=0.5042, FPR=0.2506, PPV=0.6680, Advantage=0.2536
α=31.00%, θ*=1.95, TPR=0.5042, FPR=0.2506, PPV=0.6680, Advantage=0.2536
α=32.00%, θ*=1.95, TPR=0.5042, FPR=0.2506, PPV=0.6680, Advantage=0.2536
α=33.00%, θ*=2.00, TPR=0.5404, FPR=0.3282, PPV=0.6222, Advantage=0.2122
α=34.00%, θ*=2.00, TPR=0.5404, FPR=0.3282, PPV=0.6222, Advantage=0.2122
α=35.00%, θ*=2.00, TPR=0.5404, FPR=0.3282, PPV=0.6222, Advantage=0.2122
α=36.00%, θ*=2.00, TPR=0.5404, FPR=0.3282, PPV=0.6222, Advantage=0.2122
α=37.00%, θ*=2.00, TPR=0.5404, FPR=0.3282, PPV=0.6222, Advantage=0.2122
α=38.00%, θ*=2.00, TPR=0.5404, FPR=0.3282, PPV=0.6222, Advantage=0.2122
α=39.00%, θ*=2.05, TPR=0.5876, FPR=0.3814, PPV=0.6064, Advantage=0.2062
α=40.00%, θ*=2.05, TPR=0.5876, FPR=0.3814, PPV=0.6064, Advantage=0.2062
α=41.00%, θ*=2.05, TPR=0.5876, FPR=0.3814, PPV=0.6064, Advantage=0.2062
α=42.00%, θ*=2.05, TPR=0.5876, FPR=0.3814, PPV=0.6064, Advantage=0.2062
α=43.00%, θ*=2.05, TPR=0.5876, FPR=0.3814, PPV=0.6064, Advantage=0.2062
α=44.00%, θ*=2.10, TPR=0.6295, FPR=0.4390, PPV=0.5891, Advantage=0.1904
α=45.00%, θ*=2.10, TPR=0.6295, FPR=0.4390, PPV=0.5891, Advantage=0.1904
α=46.00%, θ*=2.10, TPR=0.6295, FPR=0.4390, PPV=0.5891, Advantage=0.1904
α=47.00%, θ*=2.10, TPR=0.6295, FPR=0.4390, PPV=0.5891, Advantage=0.1904
α=48.00%, θ*=2.10, TPR=0.6295, FPR=0.4390, PPV=0.5891, Advantage=0.1904
α=49.00%, θ*=2.15, TPR=0.6625, FPR=0.4878, PPV=0.5759, Advantage=0.1747
α=50.00%, θ*=2.15, TPR=0.6625, FPR=0.4878, PPV=0.5759, Advantage=0.1747
