α=1.00%, θ*=1.45, TPR=0.0193, FPR=0.0082, PPV=0.7020, Advantage=0.0111
α=35.00%, θ*=2.00, TPR=0.3246, FPR=0.2843, PPV=0.5331, Advantage=0.0404
α=36.00%, θ*=2.05, TPR=0.3841, FPR=0.3517, PPV=0.5220, Advantage=0.0324
α=37.00%, θ*=2.05, TPR=0.3841, FPR=0.3517, PPV=0.5220, Advantage=0.0324
α=38.00%, θ*=2.05, TPR=0.3841, FPR=0.3517, PPV=0.5220, Advantage=0.0324
α=39.00%, θ*=2.05, TPR=0.3841, FPR=0.3517, PPV=0.5220, Advantage=0.0324
α=40.00%, θ*=2.05, TPR=0.3841, FPR=0.3517, PPV=0.5220, Advantage=0.0324
α=41.00%, θ*=2.05, TPR=0.3841, FPR=0.3517, PPV=0.5220, Advantage=0.0324
α=42.00%, θ*=2.10, TPR=0.4419, FPR=0.4151, PPV=0.5156, Advantage=0.0268
α=43.00%, θ*=2.10, TPR=0.4419, FPR=0.4151, PPV=0.5156, Advantage=0.0268
α=44.00%, θ*=2.10, TPR=0.4419, FPR=0.4151, PPV=0.5156, Advantage=0.0268
α=45.00%, θ*=2.10, TPR=0.4419, FPR=0.4151, PPV=0.5156, Advantage=0.0268
α=46.00%, θ*=2.10, TPR=0.4419, FPR=0.4151, PPV=0.5156, Advantage=0.0268
α=47.00%, θ*=2.10, TPR=0.4419, FPR=0.4151, PPV=0.5156, Advantage=0.0268
α=48.00%, θ*=2.15, TPR=0.4911, FPR=0.4724, PPV=0.5097, Advantage=0.0187
α=49.00%, θ*=2.15, TPR=0.4911, FPR=0.4724, PPV=0.5097, Advantage=0.0187
α=50.00%, θ*=2.15, TPR=0.4911, FPR=0.4724, PPV=0.5097, Advantage=0.0187
α=51.00%, θ*=2.15, TPR=0.4911, FPR=0.4724, PPV=0.5097, Advantage=0.0187
α=52.00%, θ*=2.15, TPR=0.4911, FPR=0.4724, PPV=0.5097, Advantage=0.0187
α=53.00%, θ*=2.15, TPR=0.4911, FPR=0.4724, PPV=0.5097, Advantage=0.0187
α=54.00%, θ*=2.15, TPR=0.4911, FPR=0.4724, PPV=0.5097, Advantage=0.0187
α=55.00%, θ*=2.15, TPR=0.4911, FPR=0.4724, PPV=0.5097, Advantage=0.0187
α=56.00%, θ*=2.15, TPR=0.4911, FPR=0.4724, PPV=0.5097, Advantage=0.0187
α=57.00%, θ*=2.20, TPR=0.5514, FPR=0.5665, PPV=0.4933, Advantage=-0.0151
α=58.00%, θ*=2.20, TPR=0.5514, FPR=0.5665, PPV=0.4933, Advantage=-0.0151
α=59.00%, θ*=2.20, TPR=0.5514, FPR=0.5665, PPV=0.4933, Advantage=-0.0151
α=60.00%, θ*=2.20, TPR=0.5514, FPR=0.5665, PPV=0.4933, Advantage=-0.0151
α=61.00%, θ*=2.20, TPR=0.5514, FPR=0.5665, PPV=0.4933, Advantage=-0.0151
α=62.00%, θ*=2.25, TPR=0.6040, FPR=0.6196, PPV=0.4936, Advantage=-0.0156
α=63.00%, θ*=2.25, TPR=0.6040, FPR=0.6196, PPV=0.4936, Advantage=-0.0156
α=64.00%, θ*=2.30, TPR=0.6458, FPR=0.6380, PPV=0.5030, Advantage=0.0077
α=65.00%, θ*=2.30, TPR=0.6458, FPR=0.6380, PPV=0.5030, Advantage=0.0077
α=66.00%, θ*=2.30, TPR=0.6458, FPR=0.6380, PPV=0.5030, Advantage=0.0077
α=67.00%, θ*=2.30, TPR=0.6458, FPR=0.6380, PPV=0.5030, Advantage=0.0077
α=68.00%, θ*=2.30, TPR=0.6458, FPR=0.6380, PPV=0.5030, Advantage=0.0077
α=69.00%, θ*=2.30, TPR=0.6458, FPR=0.6380, PPV=0.5030, Advantage=0.0077
α=70.00%, θ*=2.30, TPR=0.6458, FPR=0.6380, PPV=0.5030, Advantage=0.0077
α=71.00%, θ*=2.35, TPR=0.6843, FPR=0.7055, PPV=0.4924, Advantage=-0.0212
α=72.00%, θ*=2.35, TPR=0.6843, FPR=0.7055, PPV=0.4924, Advantage=-0.0212
α=73.00%, θ*=2.40, TPR=0.7258, FPR=0.7280, PPV=0.4992, Advantage=-0.0022
α=74.00%, θ*=2.40, TPR=0.7258, FPR=0.7280, PPV=0.4992, Advantage=-0.0022
α=75.00%, θ*=2.40, TPR=0.7258, FPR=0.7280, PPV=0.4992, Advantage=-0.0022
α=76.00%, θ*=2.45, TPR=0.7596, FPR=0.7505, PPV=0.5030, Advantage=0.0091
α=77.00%, θ*=2.45, TPR=0.7596, FPR=0.7505, PPV=0.5030, Advantage=0.0091
α=78.00%, θ*=2.50, TPR=0.8006, FPR=0.7771, PPV=0.5075, Advantage=0.0235
α=79.00%, θ*=2.55, TPR=0.8362, FPR=0.7832, PPV=0.5164, Advantage=0.0530
α=80.00%, θ*=2.55, TPR=0.8362, FPR=0.7832, PPV=0.5164, Advantage=0.0530
α=81.00%, θ*=2.55, TPR=0.8362, FPR=0.7832, PPV=0.5164, Advantage=0.0530
α=82.00%, θ*=2.55, TPR=0.8362, FPR=0.7832, PPV=0.5164, Advantage=0.0530
α=83.00%, θ*=2.60, TPR=0.8644, FPR=0.8282, PPV=0.5107, Advantage=0.0362
α=84.00%, θ*=2.60, TPR=0.8644, FPR=0.8282, PPV=0.5107, Advantage=0.0362
α=85.00%, θ*=2.65, TPR=0.8881, FPR=0.8466, PPV=0.5120, Advantage=0.0415
α=86.00%, θ*=2.65, TPR=0.8881, FPR=0.8466, PPV=0.5120, Advantage=0.0415
α=87.00%, θ*=2.65, TPR=0.8881, FPR=0.8466, PPV=0.5120, Advantage=0.0415
α=88.00%, θ*=2.70, TPR=0.9088, FPR=0.8732, PPV=0.5100, Advantage=0.0356
α=89.00%, θ*=2.70, TPR=0.9088, FPR=0.8732, PPV=0.5100, Advantage=0.0356
α=90.00%, θ*=2.75, TPR=0.9229, FPR=0.8916, PPV=0.5086, Advantage=0.0313
α=91.00%, θ*=2.75, TPR=0.9229, FPR=0.8916, PPV=0.5086, Advantage=0.0313
α=92.00%, θ*=2.75, TPR=0.9229, FPR=0.8916, PPV=0.5086, Advantage=0.0313
α=93.00%, θ*=2.80, TPR=0.9415, FPR=0.9243, PPV=0.5046, Advantage=0.0171
α=94.00%, θ*=2.80, TPR=0.9415, FPR=0.9243, PPV=0.5046, Advantage=0.0171
α=95.00%, θ*=2.85, TPR=0.9565, FPR=0.9468, PPV=0.5025, Advantage=0.0097
α=96.00%, θ*=2.90, TPR=0.9610, FPR=0.9571, PPV=0.5010, Advantage=0.0039
α=97.00%, θ*=2.90, TPR=0.9610, FPR=0.9571, PPV=0.5010, Advantage=0.0039
α=98.00%, θ*=2.95, TPR=0.9652, FPR=0.9775, PPV=0.4968, Advantage=-0.0123
α=99.00%, θ*=3.00, TPR=0.9676, FPR=0.9898, PPV=0.4943, Advantage=-0.0221
α=100.00%, θ*=4.70, TPR=1.0000, FPR=1.0000, PPV=0.5000, Advantage=0.0000
