,heart_rate_mean,blood_glucose_mean,resp_rate_mean,stress_mean,blood_glucose_std,total_steps,resting_heart_rate,total_kcal,sleep_light_hrs,sleep_deep_hrs,sleep_rem_hrs,sleep_awake_hrs,act_generic_hrs,act_running_hrs,act_walking_hrs,act_sedentary_hrs,A/G Ratio_value,ALT (IU/L)_value (IU/L),AST (IU/L)_value (IU/L),Albumin (g/dL)_value (g/dL),Alkaline Phosphatase (IU/L)_value (IU/L),BUN (mg/dL)_value (mg/dL),BUN/Creatinine ratio_value,Bilirubin Total (mg/dL)_value (mg/dL),C-Peptide (ng/mL)_value (ng/mL),CRP - HS (mg/L)_value (mg/L),Calcium (mg/dL)_value (mg/dL),"Carbon Dioxide, Total (mEq/L)_value (mEq/L)",Chloride (mEq/L)_value (mEq/L),Creatinine (mg/dL)_value (md/dL),"Globulin, Total (g/dL)_value (g/dL)",Glucose (mg/dL)_value (mg/dL),HDL Cholesterol (mg/dL)_value (mg/dL),INSULIN (ng/mL)_value (ng/mL),LDL Cholesterol Calculation (mg/dL)_value (mg/dL),Potassium (mEq/L)_value (mEq/L),"Protein, Total (g/dL)_value (g/dL)",Sodium (mEq/L)_value (mEq/L),Total Cholesterol (mg/dL)_value (mg/dL),Triglycerides (mg/dL)_value (mg/dL),Urine Albumin (mg/dL)_value (mg/DL),Urine Creatinine (mg/dL)_value (mg/DL),clock_visuospatial_executive_time_value,delayed_recall_with_no_clue_time_value,digitspan_time_value,memory_trial1_time_value,memory_trial2_time_value,moca_abstraction_time_value,moca_orientation_time_value,moca_total_score_value,naming_time_value,repetition_time_value,subtraction_time_value,cube_visuospatial_executive_time_value,lettera_time_value,trails_visuospatial_executive_time_value,moca_combined_mis_score_value,memory_trial1_value,memory_trial2_value,moca_abstraction_value,moca_orientation_value,naming_value,repetition_value,subtraction_value,Rate,PR,QRSD,QT,QTc,P,QRS,T,Age-related macular degeneration,Arthritis,Cancer,Cataracts (1+ eyes),Chronic pullmonary problems,Circulation problems,Diabetic retinopathy (1+),Digestive problems,Marijuana user,Dry eye (1+),Glaucoma (1+),Hearing impairment,Heart attack,High blood cholesterol,High blood pressure,Kidney problems,Low blood pressure,Mild cognitive impairmen,Multiple sclerosis,Obesity,Osteoporosis,Other heart issues (pacemaker),Other neurological conditions,Parkinson's disease,Retinal vascular occlusion,Stroke,Type 2 Diabetes,Urinary problems,ABNORMAL,BORDERLINE,NORMAL,OTHERWISE NORMAL,cube_visuospatial_executive_value,fluency_language_value,lettera_value,trails_visuospatial_executive_value
heart_rate_mean,1.0,0.31605998927854073,0.22363396199050742,0.7944429193541908,0.18676191714438642,0.5314853774935179,0.8709516188370503,0.5532976943864407,-0.3229468533732608,0.13904841526444028,-0.21808378396036662,0.08248829035641003,0.1893628316894317,0.06934253826876365,0.15637396467149148,-0.3818099531278311,-0.3442242044081898,0.0898258093772569,-0.03151330021946256,-0.13059261739455533,0.1950090817127154,-0.03777711347301732,-0.18069019755029544,-0.2001050849632421,0.1436647689197912,0.12667020525585007,-0.01744926949029513,-0.15230372358052285,-0.10403482194856348,0.0708147829958791,0.36208434954908636,0.2022156710218797,-0.19115685046546516,0.1976064875744609,-0.01908531082658746,-0.09481954010144834,0.19057742320849452,-0.12109683179990594,0.02590218785878686,0.190737086822354,0.07485698554370518,0.13914316751777547,0.08374789048820919,-0.007340287300170721,-0.03443335380984672,-0.028892859912544307,-0.09534722594653965,0.026597531832961947,-0.06305702505943611,-0.11511409594579163,-0.009862921167732581,0.026017299984416247,0.12985123058714207,0.19406687433282493,-0.06977548286508015,0.025615801336177833,-0.04562671952648599,0.023989234830051012,-0.00700455224522324,-0.13534869386250567,-0.023646337087046682,0.0071992797254936776,-0.04204678845380026,-0.12981244509196113,0.665784871253786,-0.0859840048626612,-0.15281351624918096,-0.5932293190037393,0.10169147345361956,-0.07462855478740754,0.009616116833469952,-0.12215718440807588,-0.04925576919169052,-0.049030591027019496,-0.0955346300118346,-0.048402329645658215,0.026683055606123378,0.01260599906152969,0.1538394870538455,-0.021457846115158972,0.0013620351035371523,-0.004753522333059546,0.005945408973951996,-0.07777872248163263,-0.038683842717629154,0.06478547107531844,0.08431345652627473,0.10822108627962405,-0.05833297913274848,-0.03793118977461862,0.004751185441615129,0.11172982761276515,-0.04501624829933969,-0.06812340699727312,-0.010771441501677947,0.02850221834606637,0.007341839515652551,-0.03202477039974839,0.27055800031235877,-0.14768608385109175,-0.055960947175708056,0.0,0.016577439919248114,0.04924989768407949,-0.2135287411477404,-0.03263992898125962,-0.030183494927762,-0.03858406046399103
blood_glucose_mean,0.31605998927854073,1.0,0.16447597481792917,0.30602920688663204,0.3599897662256014,0.20395585206004874,0.3108074737288889,0.2330986897880594,-0.10258193801774584,0.05059779002335219,-0.0992740050079116,0.11329179160009312,0.12358724355615452,0.047629365760022226,0.08432127964007206,-0.1816622624452924,-0.15814896289331132,0.17626669398490077,0.11844396308628051,-0.003894577877872466,0.14830268396471782,0.26944391847610194,0.04241314676899519,-0.03730905396853114,0.1739312891204737,0.13613227524541108,0.04967352879894158,-0.1060806375255355,-0.10285558433319954,0.2187638377677184,0.2350689563945198,0.26205986714351454,-0.2602978703259202,0.1784808875688353,-0.2469452047524903,-0.034876226447752096,0.17525024435072048,-0.10404696688534858,-0.20787079591145846,0.2149682620485936,0.06365297388215309,0.08522395333589247,0.08304538803453781,0.2135607109241337,0.11639910479688904,0.003847589675412238,0.07739676949941048,0.06783401415951884,-0.014036249711031318,-0.20775274040833797,0.06091108092802818,0.1630504844565597,0.0931426927224124,0.1009605710123111,0.07817210289930941,0.036454153469916796,-0.22954881206356034,-0.09118434881112536,-0.039071299507830635,-0.078832828506912,-0.06343956420223326,-0.05497005092122511,-0.09446732681310259,-0.11020374413548045,0.3257988298056203,0.05328705310948552,0.004745554051111854,-0.23253690364713678,0.12463544930476543,-0.07780511133942652,-0.08563608798184923,0.026170265323144287,-0.02315504916874381,0.07284921311298291,0.025105608405092957,0.16192947557714593,0.025563224820488877,0.042362147632292915,0.17678434561851333,-0.04085756491875005,-0.08042171534606062,0.02743151821660194,0.0679494461442455,0.03330048848277105,0.08057206333501948,0.20621039330063992,0.2719646882299123,0.17132160644449126,-0.04378012238058325,0.014884151565633828,0.03124320688024779,0.06065782335145565,0.006829427587912635,0.05599547092335009,-0.019394305161333482,0.014419986746391953,0.06043003418349421,0.06732836372038231,0.3664865781094587,-0.05746755072919724,-0.050414634120353845,0.0,0.008702756819477075,0.04996719613486338,-0.10113602269828927,-0.10839689467412546,-0.05286650000486338,-0.08844363769609855
resp_rate_mean,0.22363396199050742,0.16447597481792917,1.0,0.20044858558616868,0.09790771865417904,0.11020679204946264,0.2271028202137154,0.09300556453811416,-0.06665532950312522,0.07317508926573861,-0.10505399508213126,0.07817464403519234,0.09707731729388017,0.048148757914988134,-0.024783948358562007,-0.06593788548216097,-0.044780295266665465,0.09410029802702631,0.03757530793188029,-0.17748979066163173,0.0958286193359069,0.10442499458176005,-0.08840850906408629,-0.03273691949386383,0.17294877837791367,0.10934025238026537,-0.05684172291434589,-0.09317606963151441,-0.0019407388094705143,0.12980441847562943,0.03625240856707562,0.10487813295692408,-0.20744326570945046,0.11612977324989492,-0.1293683592417688,-0.024416251302484152,-0.07316191348563915,-0.03273673218380958,-0.12874930364500725,0.07379129366091909,0.06854331411401744,0.08249351001896013,0.01705867987735554,0.12529746952255533,-0.04526941341182362,-0.004948886022907616,-0.07684540393182328,0.03766155902998813,-0.050790634752303394,-0.17303007392821024,0.010145012702000451,-0.01862981082563478,0.04445387207082455,0.07084580910381282,-0.060448988360821014,-0.008266032252756758,-0.15722111788594867,-0.05214403273923834,-0.019972499243622592,-0.09315398059738172,-0.046681894121090785,-0.04344810263119238,-0.01128460544754005,-0.06886851958211483,0.14643082120406953,0.01649150766807602,-0.016140263317762298,-0.17066590781820004,-0.04054716390482841,-0.07432040642088632,-0.04025011577006141,-0.0932119693226392,-0.01758864089990399,0.02420635416865494,-0.011495417865500488,0.023916318072961563,0.049842046878651056,0.06995654239811247,0.10867012916571296,0.014291087750615043,-0.017910143700953507,-0.030617659496090736,0.03659513402852821,-0.006245979840117451,0.04599186200244189,0.10400682770988741,0.13269633494159783,0.08677455801783905,-0.03163848811542448,0.012739653190942217,0.006857579827984164,0.11404383717724806,-0.010241283777723391,0.0443158212767129,0.0038435170937172326,0.00047470213609313944,0.03768357760845681,0.043729540750130115,0.1710224407552115,-0.018583801640896173,-0.04192355720695224,0.0,0.02479416495882059,0.01702110560535356,-0.10029554702036414,-0.04632443246652496,-0.03529193430107381,-0.057656447080861165
stress_mean,0.7944429193541908,0.30602920688663204,0.20044858558616868,1.0,0.19539062225508666,0.4823494851728043,0.7680557553925583,0.49753085241755923,-0.32102728772600025,0.13310221749764423,-0.2075449173866637,0.08565655827883513,0.17290944075209058,0.0552833382616172,0.14891640947638374,-0.34846388531826955,-0.3319565752227435,0.07487431478372786,-0.026240351096694012,-0.10028132505555488,0.18873630409635,-0.004187362145321829,-0.12838494453898963,-0.19148073897758078,0.12011310499941001,0.12867948743768276,0.03315188409155621,-0.14619571178570806,-0.12341514885331954,0.08341259749029496,0.35064625728145343,0.19312241115153841,-0.15831324637859068,0.174072578238648,0.027143134729082457,-0.10160688189010046,0.20097095381896962,-0.12438121805838054,0.06923763126076399,0.20047555234135495,0.06026079103745633,0.13008871218126458,0.08172585196366204,-0.007649878621790451,-0.018846034479294498,-0.03760451097003272,-0.106039479922132,0.007037605806669935,-0.07675737431702341,-0.09310983275224909,-0.018031081566861867,0.019380940299267863,0.11529786745325159,0.1846073617948743,-0.06761846985643169,0.004078226882859451,-0.04379943419690177,0.04609333282955417,0.006535944134782253,-0.10253818522049708,0.0018573676072661718,0.025215727647185278,-0.019652072698243386,-0.11739894280504946,0.5882172206434955,-0.07584944190381004,-0.13239959857360536,-0.5038231919671994,0.11822045764682364,-0.09108243661145544,-0.018602794830131084,-0.1277898904895456,-0.046268096435000995,-0.0182249308119013,-0.07352402413554705,-0.007543093922057347,0.04725703477624867,0.02255010698266415,0.13896765956629847,0.0026250579629615487,-0.027722311413275216,0.015238925626714068,0.019134143828672682,-0.07439912904239733,-0.023538814861560814,0.0972425731762588,0.12004377253835778,0.13189129479036882,-0.06217001741436834,-0.017713091025051194,0.005368224653697724,0.12540974907875516,-0.019611577447764678,-0.07309678516321731,-0.007277984369191457,0.024222294611327112,0.013343948748104803,-0.0074037935768230395,0.2771511627402589,-0.12131373263320597,-0.03108597165637308,0.0,-0.0207429490625665,0.06198337674600594,-0.19856888250501042,-0.00570388513893566,-0.024424617982465494,-0.03321157048414809
blood_glucose_std,0.18676191714438642,0.3599897662256014,0.09790771865417904,0.19539062225508666,1.0,0.09877456349724853,0.17358981733865786,0.13892617101532972,-0.06456279214571599,0.052869103205927526,-0.0838961592435554,0.11544111927108293,0.11272641910232312,0.02740193601265228,0.00730268564101383,-0.1021065816672871,-0.08016021759873215,0.13795068217468884,0.1175821864099101,-0.026336628768103523,0.14104525369370027,0.28265806932933585,0.07414680457714143,0.01371652070120305,0.1320806145608152,0.12877919471912985,0.04766203772236459,-0.07964223263924981,-0.04500736358615441,0.23791894177912679,0.15149284462724236,0.21242867791957146,-0.21758059905288019,0.09419429764835732,-0.31265709527410035,-0.019877266723795438,0.10094310186503622,-0.03785520662192136,-0.27239115431791616,0.1441358543498472,0.05327723788387487,0.041468734834864115,0.05305931053218912,0.2274651244007663,0.08535352777463354,-0.02841308641818511,0.10175901047032342,0.021731521432306278,-0.0027066133721568705,-0.22646648871243427,0.049269188715420256,0.1513272286600829,0.0718620491352564,0.0852964025101523,0.0317337634596815,0.0439800701619134,-0.2027936206364751,-0.09307956515692216,-0.06188001163603882,-0.06480230500854627,-0.03229783000740246,-0.032038209083807764,-0.08435008352813317,-0.10632567362553154,0.22541862674225366,0.0620684957137192,0.07902680410387582,-0.10497660185080684,0.15554163214333286,-0.08569716220800394,-0.13771949666244215,0.06271173180673054,-0.002898526934581888,0.08553228234121499,0.09654196597355195,0.22167784795910767,0.042686134787655636,0.10242434838229414,0.19875167898754498,-0.0028099116809154807,-0.11969080560665185,0.031048429392352823,0.05959182444231936,0.06535229565608175,0.10559443009580673,0.1463103499436594,0.28028442276042964,0.16917510964231391,-0.037877863451693236,0.07198627658139108,0.006637344294684012,-0.0007586200439856365,0.051477674559877944,0.09468090481998824,-0.017422815142290726,0.04406006275129125,0.07175747494416952,0.12799253567573202,0.38041955127318716,-0.009563256634656273,0.033254832962808865,0.0,-0.15521363309262434,0.11984223729279864,-0.08734563406713473,-0.06322606011062268,-0.06468068154590871,-0.09986702500868061
total_steps,0.5314853774935179,0.20395585206004874,0.11020679204946264,0.4823494851728043,0.09877456349724853,1.0,0.47004689541824024,0.5194998827743686,-0.25089104951732744,0.07813757559010864,-0.12602130567254752,0.004092697546557473,0.13725360445405294,0.06858048029065844,0.45502261358298884,-0.5675120716776335,-0.10686813581210879,0.11747646315198133,0.04670946777953353,0.033424931831605574,0.08554080877298706,-0.05841951061052907,-0.08591663357074762,-0.04766454008558654,0.046637225222544196,0.05923129142470696,0.002452076970363552,-0.11281890408772693,-0.14618024436048146,0.012178073038424529,0.15119501014159817,0.12382465955494926,-0.029610036596534623,0.1671477343931099,0.08349391369552762,-0.05182262564264315,0.11232151388063648,-0.16623844797727919,0.13024328424845102,0.16137557754819476,0.05631598492200599,0.06143544202624941,0.0801819997333823,0.015246482583720291,-0.008458834502531787,-0.013048099439514581,-0.02328853447058731,0.035494639504063,-0.011826394190249195,-0.025568185754289673,0.00420051154474285,0.0560155988684141,0.1021639495347461,0.09996228251027141,0.00962205721274038,0.008461027420885739,-0.028423519228326706,0.044206215601625645,-0.00534524256784711,-0.07405477659524318,-0.024339433538756654,0.023142609482772844,-0.03251243091998273,-0.10261577210683585,0.44260146193537314,-0.055642487852460086,-0.15191101728720252,-0.42385660287794713,0.019435616474483754,0.016978001106727442,0.04263807699178674,-0.04513901010288643,-0.028827878230690433,-0.07948903365628228,-0.06506991132633055,-0.0894391999895242,-0.045372068066687275,-0.024088527539188356,0.020913124345119438,-0.02664306029709419,0.029959614361641494,0.003755265087689519,0.004047861960396238,-0.03484395385105603,-0.09632503760319777,-0.03995557276675571,-0.08594689335060347,-0.00036155901854944156,-0.03096999375224109,-0.029811690677557116,0.0021528275923186884,-0.022779649040298566,-0.04147007345456918,-0.10320650941111065,-0.0019094332580620317,-0.00497973264823751,-0.028574056540954792,-0.0767398318833664,0.0762343579185099,-0.11660835235255167,-0.10298477754758399,0.0,0.04139314211633157,0.07080240900530749,-0.08508868877384901,0.005532390835235101,0.013267897597588663,-0.007977913635782406
resting_heart_rate,0.8709516188370503,0.3108074737288889,0.2271028202137154,0.7680557553925583,0.17358981733865786,0.47004689541824024,1.0,0.5035095719799644,-0.3059402885213875,0.13115005490268172,-0.21053549971089963,0.09933984687361681,0.1854031804155009,0.07006498407272249,0.06862552856299332,-0.2934628869643266,-0.38383014179769215,0.057339464472952587,-0.04788107762929711,-0.14374668707854435,0.20119152018911873,-0.04198747714029389,-0.19562164030840146,-0.21871773790209575,0.13440174506337496,0.12690938271620628,-0.021197065680815953,-0.12899980434037217,-0.11948570762108071,0.08537620608087709,0.4091958306719167,0.18415715978696745,-0.20170662796673391,0.18901953346495534,-0.019442575802509972,-0.10148015398851201,0.22268904656791885,-0.11222924344021372,0.019201000116370607,0.16972066369621303,0.07582517314516146,0.14776018012340456,0.08800517926303111,-0.00993301968529954,-0.026270963141492982,-0.027671038201296582,-0.08951894439290844,0.03295154998134602,-0.07109659175610622,-0.13942972292258154,-0.025134614201361927,0.020991777693594334,0.1272536795366415,0.19580284552399715,-0.08084813266417734,0.026102074810923814,-0.05031028137971922,0.012452795812921946,-0.009681232139049666,-0.14907976061646627,-0.012126608760656212,-0.0020815180178223864,-0.053381345043680035,-0.13975748874958044,0.6411616596775734,-0.084229210275057,-0.14538048703413647,-0.5656829032516948,0.10368809846766552,-0.08134433147405769,0.01555696276917131,-0.1190202325563528,-0.05741817018531065,-0.05171323842543958,-0.12366596556744792,-0.04965971440482028,0.0405674480387171,0.033182159091862604,0.1602985672113531,-0.005465560453918043,-0.004783399404344419,-0.01222303797014978,0.01590348815681239,-0.08359520040649954,-0.04186414270140722,0.08691798428440078,0.1018042006041253,0.1171111439184475,-0.054141652570138164,-0.016484661680314518,-0.00020312229266963128,0.1335088130526459,-0.03078597813592628,-0.05731818334255577,-0.005667707748476181,0.045656840524235166,0.004831602321824173,-0.015401074984120088,0.2660538852627527,-0.13112474993330758,-0.07228581612100798,0.0,0.03753728993666009,0.04485919607334547,-0.24202157690310788,-0.028189696548639866,-0.031222772230544593,-0.057711981672545994
total_kcal,0.5532976943864407,0.2330986897880594,0.09300556453811416,0.49753085241755923,0.13892617101532972,0.5194998827743686,0.5035095719799644,1.0,-0.2369797004047553,0.05882589791250558,-0.13143132182057551,0.01340283173377877,0.1577186159696594,0.056179102235373354,0.35472850687335483,-0.5068280456081719,-0.12755229915521624,0.13787270867585974,0.038716962846201144,0.040083966564343,0.10392919885228534,-0.05618993662149415,-0.09305901245077973,-0.05285269440301684,0.07538418308804766,0.05896616800821487,0.03720147689026854,-0.09025741929205314,-0.11876837104096892,-0.02131724901028957,0.14964603132400706,0.12862639071767504,-0.07647414111547694,0.16840880008491163,0.005468295322808379,-0.07464882662162478,0.117942716693004,-0.1272984950915438,0.04913782613256088,0.1759407162833211,0.0813744511242686,0.07100452031933603,0.08003420023560348,6.738534946956392e-05,-0.005132529103390039,-0.01601580482560759,-0.026632799302840928,0.02269996718573374,-0.03138432789341411,-0.024020376086578407,-0.0025243326971033557,0.04698261820771455,0.11058354163188258,0.0896235095121366,0.01029251510815953,0.04534872327720804,-0.015176325061898817,0.04204398116804792,0.008326600350944745,-0.0358940801712167,0.005925825964738103,0.06251718676212611,-0.016606114860050994,-0.09210315559450052,0.481339593793273,-0.05819296019009967,-0.1343771359538072,-0.4195380187485093,0.033805247860781644,-0.014552154056997219,0.029825128591834588,-0.04974607536788378,-0.07142646615959097,-0.09767547146734336,-0.07017134639497255,-0.10042186275609866,-0.04050624719604873,-0.0363513883171655,0.03904402575040461,-0.06993455680666763,0.009833140464926251,-0.02315385287075318,-0.03039585794212934,-0.04712524358513947,-0.07562514206406537,-0.03190220480139709,-0.04139957728832011,0.007837591745040657,-0.04741896518839723,-0.04278924659230405,0.012702196400027701,-0.027002140720349312,-0.06101376688965447,-0.08820892099552613,-0.03154528695574366,-0.02419238012724793,-0.030847247024755636,-0.08602782040888457,0.11438501593898943,-0.1321994908680338,-0.08274190561982109,0.0,-0.01249973624933363,0.1108812256170876,-0.07110435696393909,0.00881086046009304,0.008346369361465017,0.01943956791624909
sleep_light_hrs,-0.3229468533732608,-0.10258193801774584,-0.06665532950312522,-0.32102728772600025,-0.06456279214571599,-0.25089104951732744,-0.3059402885213875,-0.2369797004047553,1.0,0.005108964644361543,0.14058222686747926,0.002814215791781798,-0.0839067719412408,-0.012243383269491525,-0.12382017929823255,0.21527632736401509,0.09518984593570766,-0.005208106604789716,0.008387490420296797,0.04402920287183651,-0.07955215187014489,0.0726179321666467,0.12379646643308476,0.08359931549300247,-0.01833765326351603,-0.05880052978756259,0.020109548821629426,0.0814546533328511,0.035215400464637885,0.03468887019788808,-0.08994022992934145,-0.026378800698727674,0.09951305953883291,-0.05316480091825263,-0.010742352934200339,0.10260685945982886,-0.03191626506867191,0.06389014284485157,-0.002703178400613204,-0.02286704630252045,-0.04053035032499303,-0.026680346848728356,-0.017597348244883855,-0.0629797582076927,0.020775757489207815,0.026787682598318763,0.06803702636405394,-0.01249893535606194,0.032078865262299694,0.11684362484590892,0.016808405495408515,-0.03604080317821036,-0.06708475868712815,-0.059383996015283776,0.04567864593103344,0.0033889143369998866,0.10085771004215369,-0.0024369487250399916,0.024445700849418647,0.0900832338293933,0.02242588332791449,0.0038467981868129143,0.010495183639697198,0.1269806829636981,-0.2451929461479409,0.02285941880940858,0.014168048828506695,0.21754569170724222,-0.03918465787306605,0.09995424844771275,0.059136395719146674,0.11225313234521554,0.03880876941461498,0.039379573164620624,0.11487490660149093,0.07647935087878921,0.02855352036323266,-0.017031773893776914,-0.04731989955609039,0.03985854899992788,0.012978799983306206,0.03211608077485774,0.011280365270509426,0.08711700313658514,0.022151445549351504,-0.031105349736774285,-0.044281518301591015,-0.03249119133355519,0.03660672624400198,0.02645929452314536,0.01673758087867589,-0.03970347974440402,0.019298175345800445,0.02363654100557464,0.03390841887099364,-0.008130907815488086,-0.007665841497436072,0.02321102267178281,-0.12872122392211593,0.09954467202261483,-0.03653378821433668,0.0,0.028877512206248356,0.01283439459287731,0.13289746871520688,0.018112880791069253,0.01395920670692399,0.05202184208216787
sleep_deep_hrs,0.13904841526444028,0.05059779002335219,0.07317508926573861,0.13310221749764423,0.052869103205927526,0.07813757559010864,0.13115005490268172,0.05882589791250558,0.005108964644361543,1.0,-0.036471748860537556,0.016151693657176096,0.04210309579625516,0.01308113433073431,0.023725611993392112,-0.07468100584363864,-0.028071507743346383,0.059728873317252365,0.05284132218810695,-0.11827195469749019,0.07196475612969563,0.028556557558083707,-0.05599006475452129,-0.03137277486210469,0.10124223751369893,0.0473891365946861,0.005656102569801465,-0.010046796668032383,0.02757752748627836,0.08852520659552131,0.021747031961377675,0.0708603050356246,-0.04946621955167173,0.07484462220397609,0.013619773982813001,0.0265227751470163,-0.0521089039900685,0.0475793079958535,0.016714568297205634,0.05913164989614912,0.017433236093207696,0.0527203324924638,0.006202786010460005,0.015174285022822137,-0.07547117105674221,0.017196831716426064,-0.08855283663782593,-0.034209960239655654,0.01290406916387521,0.010691981479461012,0.017112147473541388,-0.031956506045233986,0.026672894006064346,0.037242425522473414,-0.10119999449523129,-0.009146508808233608,-0.01458273852284383,0.051194314746259816,0.025427655832618974,0.018729661434648853,-0.03311102247029952,0.031261617357240555,0.07872064225187692,-0.008122412949806226,0.08614594287997514,0.016224409567996093,0.009089774800550574,-0.0997979680329894,0.006518785532129432,-0.016517221912288216,-0.02160422412682558,-0.05006915735785851,0.024296888948250446,0.05079729863203046,0.02222331922650788,0.023368909098596007,0.04513105432940178,0.011208453290775851,0.01507526178740721,0.05919132609415381,-0.00018227613617631256,0.03556863317948875,0.006664694895276453,0.0356519683869108,-0.005836495874579106,0.01729957412913698,0.06180469338446418,0.0537638173338533,0.000939636524772801,-0.0005727055310826215,0.0010274892665158332,0.07732624995653119,0.006938645921091905,-0.006776421743840803,0.042165153308516674,0.010948515516544756,0.014497817758914244,0.0162119027890947,0.06302397189567935,0.006532329231013217,0.034157582894592135,0.0,-0.041999269218977425,0.016226194432747268,-0.03136027687886088,0.03582961398642554,-0.018040673738569993,0.009983222618347144
