α=1.00%, θ*=0.95, TPR=0.0110, FPR=0.0087, PPV=0.5587, Advantage=0.0023
α=35.00%, θ*=1.70, TPR=0.3597, FPR=0.3486, PPV=0.5079, Advantage=0.0112
α=36.00%, θ*=1.70, TPR=0.3597, FPR=0.3486, PPV=0.5079, Advantage=0.0112
α=37.00%, θ*=1.70, TPR=0.3597, FPR=0.3486, PPV=0.5079, Advantage=0.0112
α=38.00%, θ*=1.70, TPR=0.3597, FPR=0.3486, PPV=0.5079, Advantage=0.0112
α=39.00%, θ*=1.75, TPR=0.4002, FPR=0.3834, PPV=0.5107, Advantage=0.0168
α=40.00%, θ*=1.75, TPR=0.4002, FPR=0.3834, PPV=0.5107, Advantage=0.0168
α=41.00%, θ*=1.75, TPR=0.4002, FPR=0.3834, PPV=0.5107, Advantage=0.0168
α=42.00%, θ*=1.75, TPR=0.4002, FPR=0.3834, PPV=0.5107, Advantage=0.0168
α=43.00%, θ*=1.75, TPR=0.4002, FPR=0.3834, PPV=0.5107, Advantage=0.0168
α=44.00%, θ*=1.80, TPR=0.4375, FPR=0.4314, PPV=0.5035, Advantage=0.0061
α=45.00%, θ*=1.80, TPR=0.4375, FPR=0.4314, PPV=0.5035, Advantage=0.0061
α=46.00%, θ*=1.80, TPR=0.4375, FPR=0.4314, PPV=0.5035, Advantage=0.0061
α=47.00%, θ*=1.80, TPR=0.4375, FPR=0.4314, PPV=0.5035, Advantage=0.0061
α=48.00%, θ*=1.85, TPR=0.4796, FPR=0.4771, PPV=0.5013, Advantage=0.0025
α=49.00%, θ*=1.85, TPR=0.4796, FPR=0.4771, PPV=0.5013, Advantage=0.0025
α=50.00%, θ*=1.85, TPR=0.4796, FPR=0.4771, PPV=0.5013, Advantage=0.0025
α=51.00%, θ*=1.85, TPR=0.4796, FPR=0.4771, PPV=0.5013, Advantage=0.0025
α=52.00%, θ*=1.90, TPR=0.5157, FPR=0.5163, PPV=0.4997, Advantage=-0.0006
α=53.00%, θ*=1.90, TPR=0.5157, FPR=0.5163, PPV=0.4997, Advantage=-0.0006
α=54.00%, θ*=1.90, TPR=0.5157, FPR=0.5163, PPV=0.4997, Advantage=-0.0006
α=55.00%, θ*=1.95, TPR=0.5525, FPR=0.5403, PPV=0.5056, Advantage=0.0122
α=56.00%, θ*=1.95, TPR=0.5525, FPR=0.5403, PPV=0.5056, Advantage=0.0122
α=57.00%, θ*=1.95, TPR=0.5525, FPR=0.5403, PPV=0.5056, Advantage=0.0122
α=58.00%, θ*=1.95, TPR=0.5525, FPR=0.5403, PPV=0.5056, Advantage=0.0122
α=59.00%, θ*=1.95, TPR=0.5525, FPR=0.5403, PPV=0.5056, Advantage=0.0122
α=60.00%, θ*=2.00, TPR=0.5839, FPR=0.5904, PPV=0.4972, Advantage=-0.0065
α=61.00%, θ*=2.00, TPR=0.5839, FPR=0.5904, PPV=0.4972, Advantage=-0.0065
α=62.00%, θ*=2.00, TPR=0.5839, FPR=0.5904, PPV=0.4972, Advantage=-0.0065
α=63.00%, θ*=2.00, TPR=0.5839, FPR=0.5904, PPV=0.4972, Advantage=-0.0065
α=64.00%, θ*=2.00, TPR=0.5839, FPR=0.5904, PPV=0.4972, Advantage=-0.0065
α=65.00%, θ*=2.00, TPR=0.5839, FPR=0.5904, PPV=0.4972, Advantage=-0.0065
α=66.00%, θ*=2.05, TPR=0.6270, FPR=0.6536, PPV=0.4896, Advantage=-0.0266
α=67.00%, θ*=2.05, TPR=0.6270, FPR=0.6536, PPV=0.4896, Advantage=-0.0266
α=68.00%, θ*=2.05, TPR=0.6270, FPR=0.6536, PPV=0.4896, Advantage=-0.0266
α=69.00%, θ*=2.10, TPR=0.6672, FPR=0.6885, PPV=0.4922, Advantage=-0.0212
α=70.00%, θ*=2.10, TPR=0.6672, FPR=0.6885, PPV=0.4922, Advantage=-0.0212
α=71.00%, θ*=2.10, TPR=0.6672, FPR=0.6885, PPV=0.4922, Advantage=-0.0212
α=72.00%, θ*=2.15, TPR=0.7018, FPR=0.7102, PPV=0.4970, Advantage=-0.0084
α=73.00%, θ*=2.15, TPR=0.7018, FPR=0.7102, PPV=0.4970, Advantage=-0.0084
α=74.00%, θ*=2.20, TPR=0.7298, FPR=0.7320, PPV=0.4992, Advantage=-0.0023
α=75.00%, θ*=2.25, TPR=0.7602, FPR=0.7473, PPV=0.5043, Advantage=0.0129
α=76.00%, θ*=2.25, TPR=0.7602, FPR=0.7473, PPV=0.5043, Advantage=0.0129
α=77.00%, θ*=2.25, TPR=0.7602, FPR=0.7473, PPV=0.5043, Advantage=0.0129
α=78.00%, θ*=2.25, TPR=0.7602, FPR=0.7473, PPV=0.5043, Advantage=0.0129
α=79.00%, θ*=2.25, TPR=0.7602, FPR=0.7473, PPV=0.5043, Advantage=0.0129
α=80.00%, θ*=2.30, TPR=0.7965, FPR=0.7974, PPV=0.4997, Advantage=-0.0009
α=81.00%, θ*=2.30, TPR=0.7965, FPR=0.7974, PPV=0.4997, Advantage=-0.0009
α=82.00%, θ*=2.30, TPR=0.7965, FPR=0.7974, PPV=0.4997, Advantage=-0.0009
α=83.00%, θ*=2.30, TPR=0.7965, FPR=0.7974, PPV=0.4997, Advantage=-0.0009
α=84.00%, θ*=2.30, TPR=0.7965, FPR=0.7974, PPV=0.4997, Advantage=-0.0009
α=85.00%, θ*=2.35, TPR=0.8271, FPR=0.8497, PPV=0.4933, Advantage=-0.0226
α=86.00%, θ*=2.35, TPR=0.8271, FPR=0.8497, PPV=0.4933, Advantage=-0.0226
α=87.00%, θ*=2.35, TPR=0.8271, FPR=0.8497, PPV=0.4933, Advantage=-0.0226
α=88.00%, θ*=2.35, TPR=0.8271, FPR=0.8497, PPV=0.4933, Advantage=-0.0226
α=89.00%, θ*=2.40, TPR=0.8529, FPR=0.8867, PPV=0.4903, Advantage=-0.0338
α=90.00%, θ*=2.40, TPR=0.8529, FPR=0.8867, PPV=0.4903, Advantage=-0.0338
α=91.00%, θ*=2.40, TPR=0.8529, FPR=0.8867, PPV=0.4903, Advantage=-0.0338
α=92.00%, θ*=2.45, TPR=0.8740, FPR=0.9194, PPV=0.4873, Advantage=-0.0454
α=93.00%, θ*=2.45, TPR=0.8740, FPR=0.9194, PPV=0.4873, Advantage=-0.0454
α=94.00%, θ*=2.50, TPR=0.8990, FPR=0.9346, PPV=0.4903, Advantage=-0.0357
α=95.00%, θ*=2.55, TPR=0.9159, FPR=0.9455, PPV=0.4920, Advantage=-0.0296
α=96.00%, θ*=2.60, TPR=0.9296, FPR=0.9586, PPV=0.4923, Advantage=-0.0290
α=97.00%, θ*=2.90, TPR=0.9841, FPR=0.9695, PPV=0.5037, Advantage=0.0146
α=98.00%, θ*=2.90, TPR=0.9841, FPR=0.9695, PPV=0.5037, Advantage=0.0146
α=99.00%, θ*=2.95, TPR=0.9907, FPR=0.9804, PPV=0.5026, Advantage=0.0103
α=100.00%, θ*=4.70, TPR=1.0000, FPR=1.0000, PPV=0.5000, Advantage=0.0000
