α=1.00%, θ*=1.20, TPR=0.0393, FPR=0.0041, PPV=0.9057, Advantage=0.0352
α=39.00%, θ*=1.90, TPR=0.4548, FPR=0.3558, PPV=0.5610, Advantage=0.0990
α=40.00%, θ*=1.90, TPR=0.4548, FPR=0.3558, PPV=0.5610, Advantage=0.0990
α=41.00%, θ*=1.90, TPR=0.4548, FPR=0.3558, PPV=0.5610, Advantage=0.0990
α=42.00%, θ*=1.95, TPR=0.5005, FPR=0.4110, PPV=0.5491, Advantage=0.0895
α=43.00%, θ*=1.95, TPR=0.5005, FPR=0.4110, PPV=0.5491, Advantage=0.0895
α=44.00%, θ*=1.95, TPR=0.5005, FPR=0.4110, PPV=0.5491, Advantage=0.0895
α=45.00%, θ*=1.95, TPR=0.5005, FPR=0.4110, PPV=0.5491, Advantage=0.0895
α=46.00%, θ*=1.95, TPR=0.5005, FPR=0.4110, PPV=0.5491, Advantage=0.0895
α=47.00%, θ*=1.95, TPR=0.5005, FPR=0.4110, PPV=0.5491, Advantage=0.0895
α=48.00%, θ*=2.00, TPR=0.5427, FPR=0.4703, PPV=0.5357, Advantage=0.0724
α=49.00%, θ*=2.00, TPR=0.5427, FPR=0.4703, PPV=0.5357, Advantage=0.0724
α=50.00%, θ*=2.00, TPR=0.5427, FPR=0.4703, PPV=0.5357, Advantage=0.0724
α=51.00%, θ*=2.00, TPR=0.5427, FPR=0.4703, PPV=0.5357, Advantage=0.0724
α=52.00%, θ*=2.00, TPR=0.5427, FPR=0.4703, PPV=0.5357, Advantage=0.0724
α=53.00%, θ*=2.00, TPR=0.5427, FPR=0.4703, PPV=0.5357, Advantage=0.0724
α=54.00%, θ*=2.05, TPR=0.5889, FPR=0.5399, PPV=0.5217, Advantage=0.0491
α=55.00%, θ*=2.05, TPR=0.5889, FPR=0.5399, PPV=0.5217, Advantage=0.0491
α=56.00%, θ*=2.05, TPR=0.5889, FPR=0.5399, PPV=0.5217, Advantage=0.0491
α=57.00%, θ*=2.05, TPR=0.5889, FPR=0.5399, PPV=0.5217, Advantage=0.0491
α=58.00%, θ*=2.05, TPR=0.5889, FPR=0.5399, PPV=0.5217, Advantage=0.0491
α=59.00%, θ*=2.05, TPR=0.5889, FPR=0.5399, PPV=0.5217, Advantage=0.0491
α=60.00%, θ*=2.10, TPR=0.6408, FPR=0.5992, PPV=0.5168, Advantage=0.0416
α=61.00%, θ*=2.10, TPR=0.6408, FPR=0.5992, PPV=0.5168, Advantage=0.0416
α=62.00%, θ*=2.10, TPR=0.6408, FPR=0.5992, PPV=0.5168, Advantage=0.0416
α=63.00%, θ*=2.10, TPR=0.6408, FPR=0.5992, PPV=0.5168, Advantage=0.0416
α=64.00%, θ*=2.10, TPR=0.6408, FPR=0.5992, PPV=0.5168, Advantage=0.0416
α=65.00%, θ*=2.15, TPR=0.6791, FPR=0.6442, PPV=0.5132, Advantage=0.0349
α=66.00%, θ*=2.15, TPR=0.6791, FPR=0.6442, PPV=0.5132, Advantage=0.0349
α=67.00%, θ*=2.15, TPR=0.6791, FPR=0.6442, PPV=0.5132, Advantage=0.0349
α=68.00%, θ*=2.15, TPR=0.6791, FPR=0.6442, PPV=0.5132, Advantage=0.0349
α=69.00%, θ*=2.20, TPR=0.7080, FPR=0.6851, PPV=0.5082, Advantage=0.0229
α=70.00%, θ*=2.20, TPR=0.7080, FPR=0.6851, PPV=0.5082, Advantage=0.0229
α=71.00%, θ*=2.25, TPR=0.7300, FPR=0.7014, PPV=0.5100, Advantage=0.0286
α=72.00%, θ*=2.25, TPR=0.7300, FPR=0.7014, PPV=0.5100, Advantage=0.0286
α=73.00%, θ*=2.25, TPR=0.7300, FPR=0.7014, PPV=0.5100, Advantage=0.0286
α=74.00%, θ*=2.30, TPR=0.7675, FPR=0.7362, PPV=0.5104, Advantage=0.0313
α=75.00%, θ*=2.30, TPR=0.7675, FPR=0.7362, PPV=0.5104, Advantage=0.0313
α=76.00%, θ*=2.30, TPR=0.7675, FPR=0.7362, PPV=0.5104, Advantage=0.0313
α=77.00%, θ*=2.30, TPR=0.7675, FPR=0.7362, PPV=0.5104, Advantage=0.0313
α=78.00%, θ*=2.35, TPR=0.8118, FPR=0.7771, PPV=0.5109, Advantage=0.0347
α=79.00%, θ*=2.35, TPR=0.8118, FPR=0.7771, PPV=0.5109, Advantage=0.0347
α=80.00%, θ*=2.35, TPR=0.8118, FPR=0.7771, PPV=0.5109, Advantage=0.0347
α=81.00%, θ*=2.35, TPR=0.8118, FPR=0.7771, PPV=0.5109, Advantage=0.0347
α=82.00%, θ*=2.35, TPR=0.8118, FPR=0.7771, PPV=0.5109, Advantage=0.0347
α=83.00%, θ*=2.40, TPR=0.8493, FPR=0.8200, PPV=0.5088, Advantage=0.0293
α=84.00%, θ*=2.40, TPR=0.8493, FPR=0.8200, PPV=0.5088, Advantage=0.0293
α=85.00%, θ*=2.45, TPR=0.8760, FPR=0.8487, PPV=0.5079, Advantage=0.0273
α=86.00%, θ*=2.45, TPR=0.8760, FPR=0.8487, PPV=0.5079, Advantage=0.0273
α=87.00%, θ*=2.45, TPR=0.8760, FPR=0.8487, PPV=0.5079, Advantage=0.0273
α=88.00%, θ*=2.45, TPR=0.8760, FPR=0.8487, PPV=0.5079, Advantage=0.0273
α=89.00%, θ*=2.50, TPR=0.8943, FPR=0.8855, PPV=0.5025, Advantage=0.0088
α=90.00%, θ*=2.55, TPR=0.9153, FPR=0.8978, PPV=0.5048, Advantage=0.0175
α=91.00%, θ*=2.60, TPR=0.9274, FPR=0.9039, PPV=0.5064, Advantage=0.0235
α=92.00%, θ*=2.65, TPR=0.9410, FPR=0.9162, PPV=0.5067, Advantage=0.0248
α=93.00%, θ*=2.65, TPR=0.9410, FPR=0.9162, PPV=0.5067, Advantage=0.0248
α=94.00%, θ*=2.70, TPR=0.9518, FPR=0.9346, PPV=0.5046, Advantage=0.0173
α=95.00%, θ*=2.70, TPR=0.9518, FPR=0.9346, PPV=0.5046, Advantage=0.0173
α=96.00%, θ*=2.75, TPR=0.9607, FPR=0.9530, PPV=0.5020, Advantage=0.0078
α=97.00%, θ*=2.75, TPR=0.9607, FPR=0.9530, PPV=0.5020, Advantage=0.0078
α=98.00%, θ*=2.75, TPR=0.9607, FPR=0.9530, PPV=0.5020, Advantage=0.0078
α=99.00%, θ*=3.05, TPR=0.9884, FPR=0.9857, PPV=0.5007, Advantage=0.0027
α=100.00%, θ*=4.70, TPR=1.0000, FPR=1.0000, PPV=0.5000, Advantage=0.0000
