α=1.00%, θ*=1.20, TPR=0.0393, FPR=0.0041, PPV=0.9057, Advantage=0.0352
α=2.00%, θ*=1.25, TPR=0.0467, FPR=0.0164, PPV=0.7405, Advantage=0.0303
α=3.00%, θ*=1.40, TPR=0.0813, FPR=0.0245, PPV=0.7681, Advantage=0.0567
α=4.00%, θ*=1.45, TPR=0.0998, FPR=0.0368, PPV=0.7306, Advantage=0.0630
α=5.00%, θ*=1.45, TPR=0.0998, FPR=0.0368, PPV=0.7306, Advantage=0.0630
α=6.00%, θ*=1.45, TPR=0.0998, FPR=0.0368, PPV=0.7306, Advantage=0.0630
α=7.00%, θ*=1.50, TPR=0.1280, FPR=0.0654, PPV=0.6616, Advantage=0.0625
α=8.00%, θ*=1.50, TPR=0.1280, FPR=0.0654, PPV=0.6616, Advantage=0.0625
α=9.00%, θ*=1.50, TPR=0.1280, FPR=0.0654, PPV=0.6616, Advantage=0.0625
α=10.00%, θ*=1.55, TPR=0.1660, FPR=0.0941, PPV=0.6383, Advantage=0.0719
α=11.00%, θ*=1.55, TPR=0.1660, FPR=0.0941, PPV=0.6383, Advantage=0.0719
α=12.00%, θ*=1.55, TPR=0.1660, FPR=0.0941, PPV=0.6383, Advantage=0.0719
α=13.00%, θ*=1.60, TPR=0.2115, FPR=0.1247, PPV=0.6290, Advantage=0.0867
α=14.00%, θ*=1.60, TPR=0.2115, FPR=0.1247, PPV=0.6290, Advantage=0.0867
α=15.00%, θ*=1.60, TPR=0.2115, FPR=0.1247, PPV=0.6290, Advantage=0.0867
α=16.00%, θ*=1.65, TPR=0.2542, FPR=0.1595, PPV=0.6144, Advantage=0.0947
α=17.00%, θ*=1.65, TPR=0.2542, FPR=0.1595, PPV=0.6144, Advantage=0.0947
α=18.00%, θ*=1.65, TPR=0.2542, FPR=0.1595, PPV=0.6144, Advantage=0.0947
α=19.00%, θ*=1.65, TPR=0.2542, FPR=0.1595, PPV=0.6144, Advantage=0.0947
α=20.00%, θ*=1.65, TPR=0.2542, FPR=0.1595, PPV=0.6144, Advantage=0.0947
α=21.00%, θ*=1.70, TPR=0.2883, FPR=0.2065, PPV=0.5826, Advantage=0.0817
α=22.00%, θ*=1.70, TPR=0.2883, FPR=0.2065, PPV=0.5826, Advantage=0.0817
α=23.00%, θ*=1.70, TPR=0.2883, FPR=0.2065, PPV=0.5826, Advantage=0.0817
α=24.00%, θ*=1.70, TPR=0.2883, FPR=0.2065, PPV=0.5826, Advantage=0.0817
α=25.00%, θ*=1.75, TPR=0.3288, FPR=0.2434, PPV=0.5747, Advantage=0.0855
α=26.00%, θ*=1.75, TPR=0.3288, FPR=0.2434, PPV=0.5747, Advantage=0.0855
α=27.00%, θ*=1.75, TPR=0.3288, FPR=0.2434, PPV=0.5747, Advantage=0.0855
α=28.00%, θ*=1.75, TPR=0.3288, FPR=0.2434, PPV=0.5747, Advantage=0.0855
α=29.00%, θ*=1.80, TPR=0.3649, FPR=0.2802, PPV=0.5657, Advantage=0.0847
α=30.00%, θ*=1.80, TPR=0.3649, FPR=0.2802, PPV=0.5657, Advantage=0.0847
α=31.00%, θ*=1.80, TPR=0.3649, FPR=0.2802, PPV=0.5657, Advantage=0.0847
α=32.00%, θ*=1.80, TPR=0.3649, FPR=0.2802, PPV=0.5657, Advantage=0.0847
α=33.00%, θ*=1.85, TPR=0.4076, FPR=0.3292, PPV=0.5532, Advantage=0.0784
α=34.00%, θ*=1.85, TPR=0.4076, FPR=0.3292, PPV=0.5532, Advantage=0.0784
α=35.00%, θ*=1.85, TPR=0.4076, FPR=0.3292, PPV=0.5532, Advantage=0.0784
α=36.00%, θ*=1.90, TPR=0.4548, FPR=0.3558, PPV=0.5610, Advantage=0.0990
α=37.00%, θ*=1.90, TPR=0.4548, FPR=0.3558, PPV=0.5610, Advantage=0.0990
α=38.00%, θ*=1.90, TPR=0.4548, FPR=0.3558, PPV=0.5610, Advantage=0.0990
