α=1.00%, θ*=0.90, TPR=0.0096, FPR=0.0042, PPV=0.6931, Advantage=0.0053
α=25.00%, θ*=1.65, TPR=0.3640, FPR=0.2187, PPV=0.6247, Advantage=0.1453
α=26.00%, θ*=1.65, TPR=0.3640, FPR=0.2187, PPV=0.6247, Advantage=0.1453
α=27.00%, θ*=1.65, TPR=0.3640, FPR=0.2187, PPV=0.6247, Advantage=0.1453
α=28.00%, θ*=1.70, TPR=0.4038, FPR=0.2760, PPV=0.5940, Advantage=0.1278
α=29.00%, θ*=1.70, TPR=0.4038, FPR=0.2760, PPV=0.5940, Advantage=0.1278
α=30.00%, θ*=1.70, TPR=0.4038, FPR=0.2760, PPV=0.5940, Advantage=0.1278
α=31.00%, θ*=1.70, TPR=0.4038, FPR=0.2760, PPV=0.5940, Advantage=0.1278
α=32.00%, θ*=1.75, TPR=0.4427, FPR=0.3185, PPV=0.5816, Advantage=0.1242
α=33.00%, θ*=1.75, TPR=0.4427, FPR=0.3185, PPV=0.5816, Advantage=0.1242
α=34.00%, θ*=1.75, TPR=0.4427, FPR=0.3185, PPV=0.5816, Advantage=0.1242
α=35.00%, θ*=1.75, TPR=0.4427, FPR=0.3185, PPV=0.5816, Advantage=0.1242
α=36.00%, θ*=1.75, TPR=0.4427, FPR=0.3185, PPV=0.5816, Advantage=0.1242
α=37.00%, θ*=1.75, TPR=0.4427, FPR=0.3185, PPV=0.5816, Advantage=0.1242
α=38.00%, θ*=1.75, TPR=0.4427, FPR=0.3185, PPV=0.5816, Advantage=0.1242
α=39.00%, θ*=1.80, TPR=0.4776, FPR=0.3864, PPV=0.5528, Advantage=0.0912
α=40.00%, θ*=1.80, TPR=0.4776, FPR=0.3864, PPV=0.5528, Advantage=0.0912
α=41.00%, θ*=1.85, TPR=0.5133, FPR=0.4076, PPV=0.5574, Advantage=0.1056
α=42.00%, θ*=1.85, TPR=0.5133, FPR=0.4076, PPV=0.5574, Advantage=0.1056
α=43.00%, θ*=1.85, TPR=0.5133, FPR=0.4076, PPV=0.5574, Advantage=0.1056
α=44.00%, θ*=1.85, TPR=0.5133, FPR=0.4076, PPV=0.5574, Advantage=0.1056
α=45.00%, θ*=1.85, TPR=0.5133, FPR=0.4076, PPV=0.5574, Advantage=0.1056
α=46.00%, θ*=1.90, TPR=0.5460, FPR=0.4565, PPV=0.5446, Advantage=0.0895
α=47.00%, θ*=1.90, TPR=0.5460, FPR=0.4565, PPV=0.5446, Advantage=0.0895
α=48.00%, θ*=1.90, TPR=0.5460, FPR=0.4565, PPV=0.5446, Advantage=0.0895
α=49.00%, θ*=1.90, TPR=0.5460, FPR=0.4565, PPV=0.5446, Advantage=0.0895
α=50.00%, θ*=1.90, TPR=0.5460, FPR=0.4565, PPV=0.5446, Advantage=0.0895
α=51.00%, θ*=1.95, TPR=0.5794, FPR=0.5032, PPV=0.5352, Advantage=0.0763
α=52.00%, θ*=1.95, TPR=0.5794, FPR=0.5032, PPV=0.5352, Advantage=0.0763
α=53.00%, θ*=1.95, TPR=0.5794, FPR=0.5032, PPV=0.5352, Advantage=0.0763
α=54.00%, θ*=1.95, TPR=0.5794, FPR=0.5032, PPV=0.5352, Advantage=0.0763
α=55.00%, θ*=1.95, TPR=0.5794, FPR=0.5032, PPV=0.5352, Advantage=0.0763
α=56.00%, θ*=1.95, TPR=0.5794, FPR=0.5032, PPV=0.5352, Advantage=0.0763
α=57.00%, θ*=2.00, TPR=0.6114, FPR=0.5605, PPV=0.5217, Advantage=0.0509
α=58.00%, θ*=2.00, TPR=0.6114, FPR=0.5605, PPV=0.5217, Advantage=0.0509
α=59.00%, θ*=2.00, TPR=0.6114, FPR=0.5605, PPV=0.5217, Advantage=0.0509
α=60.00%, θ*=2.00, TPR=0.6114, FPR=0.5605, PPV=0.5217, Advantage=0.0509
α=61.00%, θ*=2.00, TPR=0.6114, FPR=0.5605, PPV=0.5217, Advantage=0.0509
α=62.00%, θ*=2.00, TPR=0.6114, FPR=0.5605, PPV=0.5217, Advantage=0.0509
α=63.00%, θ*=2.00, TPR=0.6114, FPR=0.5605, PPV=0.5217, Advantage=0.0509
α=64.00%, θ*=2.00, TPR=0.6114, FPR=0.5605, PPV=0.5217, Advantage=0.0509
α=65.00%, θ*=2.00, TPR=0.6114, FPR=0.5605, PPV=0.5217, Advantage=0.0509
α=66.00%, θ*=2.05, TPR=0.6446, FPR=0.6518, PPV=0.4972, Advantage=-0.0072
α=67.00%, θ*=2.05, TPR=0.6446, FPR=0.6518, PPV=0.4972, Advantage=-0.0072
α=68.00%, θ*=2.05, TPR=0.6446, FPR=0.6518, PPV=0.4972, Advantage=-0.0072
α=69.00%, θ*=2.05, TPR=0.6446, FPR=0.6518, PPV=0.4972, Advantage=-0.0072
α=70.00%, θ*=2.05, TPR=0.6446, FPR=0.6518, PPV=0.4972, Advantage=-0.0072
α=71.00%, θ*=2.10, TPR=0.6845, FPR=0.7091, PPV=0.4911, Advantage=-0.0247
α=72.00%, θ*=2.10, TPR=0.6845, FPR=0.7091, PPV=0.4911, Advantage=-0.0247
α=73.00%, θ*=2.10, TPR=0.6845, FPR=0.7091, PPV=0.4911, Advantage=-0.0247
α=74.00%, θ*=2.10, TPR=0.6845, FPR=0.7091, PPV=0.4911, Advantage=-0.0247
α=75.00%, θ*=2.10, TPR=0.6845, FPR=0.7091, PPV=0.4911, Advantage=-0.0247
α=76.00%, θ*=2.10, TPR=0.6845, FPR=0.7091, PPV=0.4911, Advantage=-0.0247
α=77.00%, θ*=2.15, TPR=0.7150, FPR=0.7665, PPV=0.4826, Advantage=-0.0515
α=78.00%, θ*=2.15, TPR=0.7150, FPR=0.7665, PPV=0.4826, Advantage=-0.0515
α=79.00%, θ*=2.15, TPR=0.7150, FPR=0.7665, PPV=0.4826, Advantage=-0.0515
α=80.00%, θ*=2.20, TPR=0.7450, FPR=0.7962, PPV=0.4834, Advantage=-0.0512
α=81.00%, θ*=2.20, TPR=0.7450, FPR=0.7962, PPV=0.4834, Advantage=-0.0512
α=82.00%, θ*=2.20, TPR=0.7450, FPR=0.7962, PPV=0.4834, Advantage=-0.0512
α=83.00%, θ*=2.25, TPR=0.7927, FPR=0.8259, PPV=0.4897, Advantage=-0.0332
α=84.00%, θ*=2.25, TPR=0.7927, FPR=0.8259, PPV=0.4897, Advantage=-0.0332
α=85.00%, θ*=2.25, TPR=0.7927, FPR=0.8259, PPV=0.4897, Advantage=-0.0332
α=86.00%, θ*=2.30, TPR=0.8175, FPR=0.8535, PPV=0.4892, Advantage=-0.0360
α=87.00%, θ*=2.30, TPR=0.8175, FPR=0.8535, PPV=0.4892, Advantage=-0.0360
α=88.00%, θ*=2.35, TPR=0.8446, FPR=0.8747, PPV=0.4912, Advantage=-0.0302
α=89.00%, θ*=2.35, TPR=0.8446, FPR=0.8747, PPV=0.4912, Advantage=-0.0302
α=90.00%, θ*=2.35, TPR=0.8446, FPR=0.8747, PPV=0.4912, Advantage=-0.0302
α=91.00%, θ*=2.40, TPR=0.8674, FPR=0.9066, PPV=0.4890, Advantage=-0.0391
α=92.00%, θ*=2.45, TPR=0.8883, FPR=0.9193, PPV=0.4914, Advantage=-0.0310
α=93.00%, θ*=2.50, TPR=0.9100, FPR=0.9236, PPV=0.4963, Advantage=-0.0136
α=94.00%, θ*=2.50, TPR=0.9100, FPR=0.9236, PPV=0.4963, Advantage=-0.0136
α=95.00%, θ*=2.55, TPR=0.9294, FPR=0.9406, PPV=0.4970, Advantage=-0.0111
α=96.00%, θ*=2.60, TPR=0.9434, FPR=0.9597, PPV=0.4957, Advantage=-0.0162
α=97.00%, θ*=2.75, TPR=0.9747, FPR=0.9660, PPV=0.5022, Advantage=0.0086
α=98.00%, θ*=3.00, TPR=0.9929, FPR=0.9788, PPV=0.5036, Advantage=0.0141
α=99.00%, θ*=3.15, TPR=0.9973, FPR=0.9830, PPV=0.5036, Advantage=0.0143
α=100.00%, θ*=4.70, TPR=1.0000, FPR=1.0000, PPV=0.5000, Advantage=0.0000
