,heart_rate_mean,blood_glucose_mean,resp_rate_mean,stress_mean,blood_glucose_std,total_steps,resting_heart_rate,total_kcal,sleep_light_hrs,sleep_deep_hrs,sleep_rem_hrs,sleep_awake_hrs,act_generic_hrs,act_running_hrs,act_walking_hrs,act_sedentary_hrs,A/G Ratio_value,ALT (IU/L)_value (IU/L),AST (IU/L)_value (IU/L),Albumin (g/dL)_value (g/dL),Alkaline Phosphatase (IU/L)_value (IU/L),BUN (mg/dL)_value (mg/dL),BUN/Creatinine ratio_value,Bilirubin Total (mg/dL)_value (mg/dL),C-Peptide (ng/mL)_value (ng/mL),CRP - HS (mg/L)_value (mg/L),Calcium (mg/dL)_value (mg/dL),"Carbon Dioxide, Total (mEq/L)_value (mEq/L)",Chloride (mEq/L)_value (mEq/L),Creatinine (mg/dL)_value (md/dL),"Globulin, Total (g/dL)_value (g/dL)",Glucose (mg/dL)_value (mg/dL),HDL Cholesterol (mg/dL)_value (mg/dL),INSULIN (ng/mL)_value (ng/mL),LDL Cholesterol Calculation (mg/dL)_value (mg/dL),Potassium (mEq/L)_value (mEq/L),"Protein, Total (g/dL)_value (g/dL)",Sodium (mEq/L)_value (mEq/L),Total Cholesterol (mg/dL)_value (mg/dL),Triglycerides (mg/dL)_value (mg/dL),Urine Albumin (mg/dL)_value (mg/DL),Urine Creatinine (mg/dL)_value (mg/DL),clock_visuospatial_executive_time_value,delayed_recall_with_no_clue_time_value,digitspan_time_value,memory_trial1_time_value,memory_trial2_time_value,moca_abstraction_time_value,moca_orientation_time_value,moca_total_score_value,naming_time_value,repetition_time_value,subtraction_time_value,cube_visuospatial_executive_time_value,lettera_time_value,trails_visuospatial_executive_time_value,moca_combined_mis_score_value,memory_trial1_value,memory_trial2_value,moca_abstraction_value,moca_orientation_value,naming_value,repetition_value,subtraction_value,Rate,PR,QRSD,QT,QTc,P,QRS,T,Age-related macular degeneration,Arthritis,Cancer,Cataracts (1+ eyes),Chronic pullmonary problems,Circulation problems,Diabetic retinopathy (1+),Digestive problems,Marijuana user,Dry eye (1+),Glaucoma (1+),Hearing impairment,Heart attack,High blood cholesterol,High blood pressure,Kidney problems,Low blood pressure,Mild cognitive impairmen,Multiple sclerosis,Obesity,Osteoporosis,Other heart issues (pacemaker),Other neurological conditions,Parkinson's disease,Retinal vascular occlusion,Stroke,Type 2 Diabetes,Urinary problems,ABNORMAL,BORDERLINE,NORMAL,OTHERWISE NORMAL,cube_visuospatial_executive_value,fluency_language_value,lettera_value,trails_visuospatial_executive_value
heart_rate_mean,1.0,0.14659600381393734,0.10151658565113868,0.7698610915479094,0.17842153991730325,0.46374103717127235,0.848100893088659,0.46927812003752595,-0.2724776568903507,0.1484943512722181,-0.17841146060322785,0.07514762730155,0.1125213544439341,-0.021181390541526398,0.1164190274451862,-0.24373127312924853,-0.3525600989364598,0.08759799910554238,-0.045828134616140694,-0.07203679613600711,0.11861325572283812,-0.09909996567468547,-0.2115050605768615,-0.18243327584456362,0.13442618760639077,0.12089285990913526,0.09135863911291976,-0.09786305371324756,-0.006316887110993636,0.04649019940890502,0.3941771875273951,0.16787679166492678,-0.09557790451494891,0.19455175196129212,0.00543818748103632,-0.009912470675807718,0.2812559598612217,0.007358993585380624,-0.03001359869723518,0.11022754287767578,0.037743594364793846,0.18343136597384183,0.012499042158744393,0.02147266352326401,0.09578895643772423,-0.027776218538467207,0.07621820593081766,0.016585449533749408,0.023055279045326862,-0.0714233310003171,0.048444452780608986,0.03558201264120055,0.13652208081786113,0.13779010372199085,0.056162637360251275,0.0017688778140434098,-0.013012915187250236,-0.01205756408500858,-0.01014726520131555,-0.07875226662883085,0.010843837437187568,-0.05926308009297916,-0.0588551279045565,-0.06206617268166895,0.5974812018110217,-0.1293526321593329,-0.1763100741520177,-0.5562160122892904,0.16740508340528915,0.054631399573643796,0.03414806332612802,-0.08878393270242967,0.017354538875994138,-0.060046826887169315,-0.12081624188602626,-0.04520777828246603,-0.07068462661945583,0.003429501474512673,0.06355720807620593,-0.0006264565022156476,-0.024123862685994722,0.036130583224783436,0.031704565456639,-0.11031614555819419,-0.025910007643975254,0.07905691346629014,0.027493337188255126,0.03591852897224958,-0.043724856619266096,-0.05114250181551208,-0.008452223937157166,0.15501724538056907,0.009521461355914976,-0.07982515097496112,-0.014342599875024176,-0.011481561901384423,-0.015249045567834303,-0.017590139206157943,0.23040605518740273,0.015737416914432527,-0.14776944035829276,0.010420338054178354,0.08511763865652845,0.0716180547525853,-0.21591088793212374,0.04513492507402677,-0.01302917962045582,-0.050625623942252264
blood_glucose_mean,0.14659600381393734,1.0,0.11441050189865822,0.16045020116952063,0.3579950676190034,-0.02580152073246291,0.1713252575848158,0.009039175692504745,-0.06543132732938038,0.06421439751639182,-0.0937124518243179,0.09321284405771589,0.05902603863749032,0.051953630709125925,-0.17874706639960766,0.11705631285588294,0.02244937766664588,0.11206623356667447,0.1021639359787213,0.15708881914023382,0.030473983794106926,0.2526534331224579,0.07049187969774433,0.06600211271526914,0.19985505734835132,0.1330349418570193,0.14020029002849438,-0.026252624781413082,-0.15198418233672342,0.1878231817411727,0.028004550490722327,0.3069153591572955,-0.14109701202902647,0.18549478105285605,-0.056495294380281794,0.007139667439659526,0.13888994798194562,-0.07418926756804965,-0.08214684789069586,0.17852281431822076,0.045281654171869634,0.01994905261085799,0.00854150820724774,0.11733280231913286,0.14936946841223528,0.05157960663206125,0.15674848600187485,0.02534406060415504,0.03641723758515873,-0.11886606351926822,0.07068109663918987,0.17670083520449162,0.09352073789545058,0.026125916641978917,0.03516991139253182,0.017064406040023555,-0.07143266743151518,-0.08194843724345491,-0.04738972193801579,-0.038265893368062076,-0.019929153188099624,-0.053492788996468775,-0.13859659550830913,0.028773657059626468,0.1976088298872729,0.13763947012594197,0.036643504503868454,-0.16736783176656078,0.0872517306554018,-0.09241058871651119,-0.09475960556794981,-0.09733199468397963,0.06363200845262493,0.03652635735661917,0.041162155863178264,0.21891195792240617,-0.03172888354364471,0.019200438233985765,0.14447968275842166,-0.06952739296049285,-0.09150487281396795,0.08401068766338286,0.08262418873712583,0.05664669848714752,0.12335011651603969,0.23502249355923285,0.2375456118337075,0.11184405982818851,-0.07878936021269206,0.04315031858909916,0.03786136847877581,0.07361986019803805,0.021751247449744177,0.0786535600326283,0.011880428040401429,0.016004339551039342,0.0016472502824340708,0.07410828484212975,0.31903266761999166,-0.005743201997346959,0.04819184698698764,-0.013208083044931375,-0.016054466826074795,-0.029450839326013657,-0.016098436477006543,-0.05134627613520272,-0.04137865380230602,-0.0029865381301196078
resp_rate_mean,0.10151658565113868,0.11441050189865822,1.0,0.08693048913616586,0.10021305330968007,0.023605906379306655,0.1181413561714304,0.026578755796784644,-0.07545470344696736,-0.0017020110582650068,-0.08098839212838137,0.07381623031032006,0.05310024491151111,0.04419295229266573,-0.03740404305137458,0.017041929086420868,-0.08449367184400813,0.07089446220680315,0.042346087743558594,0.009270650376896507,0.03423082377644974,0.08868428274766892,-0.08681950664050823,0.025402018693841042,0.1685408854084418,0.0771541772433286,0.007428895702281351,-0.12754739293284464,0.02931303274687702,0.17863083746462252,0.08176923872239007,0.0868537557551901,-0.17995813774115657,0.13218445555414024,-0.1552021424869984,0.030301176497643176,0.0786536755132779,-0.01721648173863017,-0.18973634530647923,0.08057553791512401,0.021301290663912023,0.07619608979718168,0.02536223259402826,0.15962189302874838,0.052997480121480915,0.009136057055611291,-0.02449588376270175,0.03848861760440584,0.023391008191150833,-0.15215838470326928,0.021531539783220904,0.032337298966330724,0.0646951278061621,0.036203998070686014,-0.05657533453024045,0.00962034186885658,-0.10434795091697185,-0.06023519761922085,-0.07826586429564353,-0.0787042263100739,-0.022878429384427183,-0.02569881284701911,-0.057630609334737536,-0.03316838892972821,0.0801606040178409,0.0665979015775026,0.05707847702791322,-0.06853556984287434,0.004830673076659035,-0.031399744463170294,-0.08542542191334496,-0.08909450247690928,0.03179610225033509,0.035676880210000234,0.004094655834326982,0.05839796198735935,0.00403356594036737,0.03850758069011226,0.06610702710431494,-0.004669008879283113,-0.043955817227120164,-0.02627524047550296,0.03444914264777438,0.021469499846720433,0.09685265739152156,0.1073240837605452,0.13668128930987647,0.07360185337520032,-0.009341907536942591,0.019038753761814547,0.02807485802681856,0.10146552351762325,-0.03222612290256381,0.07195461652533441,-0.022795699523128952,0.01726344769232361,0.00982511774607005,0.038750091618647925,0.13939912318126593,0.007971408953621296,0.04814131212280405,0.011931340876497451,0.021178303992309522,-0.09123287253833492,-0.10654433420220902,-0.06249684838979273,-0.03942054291481165,-0.06710353664219518
stress_mean,0.7698610915479094,0.16045020116952063,0.08693048913616586,1.0,0.18218381562590968,0.42027122024757485,0.7443143960373839,0.41732252113718676,-0.2867837233260738,0.1302538799297943,-0.16308996618212787,0.06207902591459586,0.1012618637063728,-0.012998025281451147,0.13057232224460186,-0.2428555280806713,-0.2655886894790042,0.0955763508395612,-0.04174349858848861,-0.05857323002158728,0.09398416600448684,-0.05921315305226227,-0.14312845176950792,-0.14400879372390574,0.10907609782000802,0.09563284160033865,0.07922588800865599,-0.10240368734591973,-0.0008771661543960246,0.03387585679468737,0.3003443244971321,0.14914294179060794,-0.08648684743071357,0.16132010697898752,-0.005124872185234057,-0.011657391731615315,0.21184774051053776,0.011378275044809667,-0.03212795110466428,0.10171855203189784,0.04152835811831303,0.15310609581589615,-8.1710151905397e-05,0.017951348223876427,0.06153941289381758,-0.02708178529612489,0.04202498933384865,-0.0007819436054100728,0.020094873724021745,-0.06074580716149905,0.032419570169247396,0.02403131180248904,0.12379250646972297,0.10584368808475544,0.016095727102603243,-0.012166342975191051,-0.019369084652490032,-0.006606646382794428,-0.001188662006538013,-0.06573284204254919,0.0034241946145957655,-0.04776196476320004,-0.06253627138770669,-0.04965032392005023,0.4829736977962638,-0.0931508118746357,-0.15039254634469387,-0.46476192339866923,0.12300611496896073,0.028251606530554547,0.004048899278786539,-0.10165772496290662,0.02460287422354705,-0.06081848476448451,-0.1029093236277107,-0.04060544597798691,-0.08143819363692069,0.004659027349246303,0.07494174268599513,-0.013842273353344002,-0.017259252450672637,0.016062946422213734,0.035251928063393397,-0.10780500415931396,-0.007514492757059551,0.09246176620113561,0.03859029152868858,0.03155928493199649,-0.05175435279181211,-0.04335333631329272,0.008294455413549949,0.12272400333077402,-0.004111231881646758,-0.07490137327458735,-0.023395403762849827,-0.006962733207940301,-0.001572507781696585,-0.010376175550132979,0.2236856932015927,0.013308519208450392,-0.09879335923178799,0.020826182675696796,0.052002717118896334,0.05588153480927804,-0.17219355763674393,0.04195083998322953,-0.014501642906016451,-0.039051445623814636
blood_glucose_std,0.17842153991730325,0.3579950676190034,0.10021305330968007,0.18218381562590968,1.0,0.01736193344139755,0.18877334073009686,0.056169323140912907,-0.0662150056346935,0.06636880901597238,-0.08356726288066298,0.11027505372999086,0.07249854699038008,0.0397783393768917,-0.11994785061958631,0.06136412410659806,0.009557060914649725,0.13058577577570266,0.08672238376474128,0.1234633395391525,0.07737454698135753,0.20082754556592747,0.0013654222001288144,-0.0013344816322025034,0.18132619408516903,0.12835387324636713,0.09061566601371475,-0.05454753689372911,-0.10650262729796324,0.18601885393633544,0.018426442750452656,0.24561655742807595,-0.16370054480563195,0.20741643542684743,-0.0574481672956993,-0.02795010045173093,0.10710254849397438,-0.07799307187093482,-0.09529418586578015,0.12801315532877394,0.05644614878386166,0.06048415517086765,-0.02097120282740912,0.08916804529010657,0.10907991135016837,0.022338050722958337,0.06758855955365348,0.04749923408798827,0.03184012184327263,-0.09865922116729002,0.03251175806632044,0.1030784505293041,0.044024046790336474,0.060360299078062084,0.010656244343648502,0.009037160248238255,-0.09151058320548444,-0.07771820394468744,-0.03131494396288157,-0.025427681527947645,-0.02705023722548436,-0.06402326324697612,-0.07263697225171797,-0.013665990159740335,0.1940162329257551,0.07885543858691055,-0.0375916824071952,-0.16513341364093956,0.08849050977455579,-0.09158723323193525,-0.04752523887779009,-0.09180836480957603,0.09537614354637955,0.11050950510620468,-0.004226641730718737,0.2515260380794499,-0.015323393796054177,0.052176819657211215,0.16833612079718105,-0.017869425233429444,-0.10363333184859164,0.12682251280571333,0.10667803462327115,0.03517719205292614,0.09402422800093169,0.21906243717755677,0.24352534731235093,0.14979404510608993,-0.04194769425378514,0.04389434409347883,0.018977216876979605,0.13979670139813938,0.08790577782499294,0.05042072376105599,0.044860418483463435,0.012199346923882191,-0.003851476835731229,0.07524204650132872,0.37255615670774894,0.0341059703054776,-0.05715699555587821,0.028478768240791395,-0.034466840853385146,0.10357039047261554,-0.088412176761475,-0.007074571871135801,-0.04506004468933895,-0.013871218723567924
total_steps,0.46374103717127235,-0.02580152073246291,0.023605906379306655,0.42027122024757485,0.01736193344139755,1.0,0.3663514496619605,0.5664074384613497,-0.19624050871060708,0.028932765265598473,-0.06973779333413377,-0.06815020317290525,0.07695744712460152,0.047076822338248496,0.5810097800515152,-0.6512106010785834,-0.08193715670468094,0.1287065067304679,0.05753543643946978,0.11222544733940255,0.07458866680917257,-0.09162816892427923,-0.05793421233021031,-0.08925512702772738,-0.022655335652323496,0.02502769224421418,0.047689400771671636,-0.07067935599030174,0.030459752062712904,-0.05125663381179158,0.16847663929395923,0.004638937325437284,-0.0219641817641052,0.08216678446794665,0.044193570714537875,-0.02628134391111863,0.18660334380841467,0.026772240746810887,0.04183074713965381,0.0791744769774845,0.02892286268333316,0.07628276054779623,-0.007510052469345641,-0.0830839379331353,-0.04716779485945948,-0.01613291001213789,-0.07555934724776898,0.0479508235307574,-0.0347644129493941,0.0004105116941877722,0.01462746393896254,-0.09190602003121888,0.07631702514611646,-0.009761404418156166,-0.036613139272118594,0.01725534577173898,0.047745055047928385,0.007486602281260539,0.02845764894928613,-0.06802347249975835,-0.04030581306881723,-0.02687961951583663,-0.03361838724749688,-0.054486524076237185,0.33997483186516786,-0.16133240733098372,-0.20631658519464693,-0.318167206949566,0.0262431491444097,0.04556766667791605,0.05004996380806761,0.01330141105127855,-0.06116732606619416,-0.14327710377192895,-0.10957028884645806,-0.21621741752919793,-0.12107311354609968,-0.04319481704632422,-0.0775640231727835,-0.011426510965671991,0.047330096997166726,-0.03511659114190528,-0.043936409103546924,-0.14147092846267295,-0.08299165635579923,-0.014629840199744972,-0.14426912049548998,-0.05400744234930596,-0.0057829582740722175,-0.06424292286198714,-0.013512733065650904,-0.07337147537504717,-0.08699167834027109,-0.08087416094203634,-0.08228432043108883,-0.01026096280859971,-0.01607082646397311,-0.09186894739083659,0.016227358819606342,-0.07002213629621357,-0.09045301667102719,-0.041155543596528434,-0.0159066943286382,0.1298849795514288,-0.07574174292783409,0.09645159644854533,0.02101668857530882,-0.018135099574890602
resting_heart_rate,0.848100893088659,0.1713252575848158,0.1181413561714304,0.7443143960373839,0.18877334073009686,0.3663514496619605,1.0,0.39773784652995725,-0.2498010634911774,0.1431003635081991,-0.1867540604636716,0.09998962905919673,0.10822524205991253,-0.02918791983298382,0.011989878062001644,-0.13520634243873744,-0.33990012907843775,0.07979746274338828,-0.056998111304771164,-0.10849174721842199,0.12205699974044511,-0.07462065873726628,-0.22384445239102221,-0.16491760627758817,0.14842510230101158,0.13080367178478572,0.08504777063781434,-0.08996410641009664,0.0005998031315926452,0.07787895650744879,0.35567696956768896,0.19428077743036148,-0.10152253943634143,0.17475097233713252,-0.01796516579009168,0.011720732196793544,0.23720898495451248,0.028781282472896352,-0.055478671038388404,0.11149285940452407,0.03722114579854526,0.18904066178532813,0.006358472198370119,0.06565764894644727,0.13191101817785392,-0.025341096366388313,0.10316512853149418,0.015278352448301879,0.04140287810316958,-0.11545432289050117,0.0532794296079545,0.07937238759755047,0.15107531046903203,0.16910772447656325,0.06396981335503672,-0.00460567481068977,-0.03878963639565703,-0.034827077559687364,-0.026566186538035403,-0.0945884310702934,0.013448234076619643,-0.058646991858129036,-0.08193328183320557,-0.053442794570294,0.5927330055048139,-0.08975044688360156,-0.14940495702248863,-0.5485116450321498,0.1819453287290816,0.06567676211184369,0.014786986287546164,-0.07766750629889466,0.0374835023063012,-0.02751814822428773,-0.09437156955974445,0.02289760648264407,-0.041898806356168175,0.01767628861121184,0.1021532688711076,0.014791091218242973,-0.03649964094955449,0.056510219057956404,0.04789703117109831,-0.07624075141214474,-0.001965068446127694,0.08510922820934386,0.06833037269871163,0.04554828368679166,-0.031580660694079825,-0.028066290908277294,0.005251584637187647,0.171756056612892,0.04956870815926604,-0.05805806887994217,0.001750914436754621,-0.010035507641594638,-0.01868585631318621,-0.015217553371389992,0.24957842712402165,0.04740523807383976,-0.11673717449419713,0.035482118141338864,0.0963337173193423,0.020558171239800152,-0.2255018941148219,0.030079933647762038,-0.036928420836188865,-0.05819361704572807
total_kcal,0.46927812003752595,0.009039175692504745,0.026578755796784644,0.41732252113718676,0.056169323140912907,0.5664074384613497,0.39773784652995725,1.0,-0.1957226805063294,0.059002996489607856,-0.07403042301133857,-0.025636381906100875,0.07909923974379472,0.031513005189138854,0.4620263791363311,-0.5467789849777627,-0.09589158693093666,0.12373280829306305,0.04122976916097406,0.09253017611444724,0.06861899785464819,-0.07217590350661315,-0.07173011953012934,-0.07758880826255724,0.027520672135507372,0.049628664713247235,0.04442833421967579,-0.06416884685776489,-0.0035200835814556404,-0.04186698953003986,0.17971844134640602,0.037392195712784626,-0.03174552165663094,0.0982755051790206,-0.012993486790424431,-0.03222573275257412,0.1923832540631462,-0.01716437177814458,-0.00945766834473872,0.08322165862474004,0.03536380342451307,0.09209963401931734,-0.0061544495696485456,-0.06369291608268102,-0.03736037756363488,-0.030090799731471007,-0.05579556859489273,0.04030489412666548,-0.02113553632595489,-0.00673177550435933,0.010575348387819485,-0.07267547952027388,0.06302690333227393,0.004412316187917488,-0.02917287765067149,-0.0032905423436916568,0.03815911789050881,0.002068243261504067,0.019961827911465547,-0.06388201220609531,-0.03201398403723911,-0.03479824305895243,-0.03594320015651052,-0.03880292475606573,0.3196442325563052,-0.14437079920548074,-0.187238583961667,-0.2934167922241399,0.03217354170421958,0.027095252077191448,0.03159718389564546,-0.013235144539130184,-0.04089790854838127,-0.08139464791095075,-0.08289041161330064,-0.14748311905420614,-0.10891584343462013,-0.028727002190818245,-0.04211492656401344,-0.006528855157966162,0.028470777537472833,-0.022652317088967002,-0.014233819199279792,-0.10852390028373304,-0.05985912534429148,0.017497194534095727,-0.09607667886238386,-0.01731343853331074,0.0021256914917445412,-0.05447693000351848,-0.01741282979558324,-0.028156284882446002,-0.08281134458045242,-0.0779807480613889,-0.060522206445015526,0.0014188103805465601,-0.012128986692362386,-0.062466661389697815,0.07247500568774994,-0.045515722647317736,-0.09821132963421222,-0.021729371630675173,-0.015483313445790504,0.12988038538035726,-0.09272661292970921,0.08817967598639909,0.021398836673745456,-0.008551260059073144
sleep_light_hrs,-0.2724776568903507,-0.06543132732938038,-0.07545470344696736,-0.2867837233260738,-0.0662150056346935,-0.19624050871060708,-0.2498010634911774,-0.1957226805063294,1.0,0.0017598585791420147,0.11709261646781352,-0.015734837283778877,-0.03746037218459204,-0.009386999226629927,-0.15361434922069359,0.18893982861517308,0.0734874514370622,-0.042624775495980566,-0.022725378240179457,0.0014728408633230155,-0.03603683337400741,0.01816968019207543,0.06810747419685204,0.055312591435656984,-0.031122249376985933,-0.03699901031208575,-0.004110617924261769,0.04841085983640521,0.0026695696204051948,-0.034717969372251814,-0.07993797178581925,-0.05323456297681541,0.06424018577821501,-0.03972222324042115,0.07063150591575432,0.006737772211241106,-0.06054556442380422,0.009037495437745144,0.05570474665066589,-0.023740009485452424,-0.011179311069273036,-0.04205594689047202,0.03914076184952181,-0.033753719170281485,0.01863075806067173,0.012970522775333759,0.0647274310628286,-0.006183025983791607,0.015461922675026876,0.11446424119080706,0.017488624560026207,0.025655343907686104,-0.05420591713724833,-0.03197161688264071,0.08183139921032202,0.005099301967554728,0.11559837560529003,0.031512126134451625,0.028333241988522176,0.07731310015073804,-0.0029484744810526825,0.03044903215104592,0.05899237668748163,0.09081470363826416,-0.1440806114835294,0.02296820643461954,0.030687854264063886,0.12125042009752672,-0.06714667090691642,0.07591830579216166,0.07510094419823707,0.06515135211440155,-0.014991511118795407,0.0051725820299147835,0.025278960784600034,0.02276726727214608,0.05678610933041536,-0.019649811346079377,-0.041960692395448786,0.020664020384658928,0.03717852486060632,0.023198146459361878,-0.01497990626003747,0.022223222370874113,-0.022422175546652268,-0.045725052763234235,-0.04846813919613995,-0.022783276286705248,0.022515125960066797,0.00857529657965924,-0.0029556864674448245,-0.023368575866130885,0.00996513995139942,0.007484759052543939,0.03251121269477888,-1.7158982556684504e-05,-0.0073505270656582305,-0.012908626420549914,-0.13835437055478766,-0.004857548048523302,-0.03354572717582644,-0.01962009001270633,0.05780935524379746,-0.03315674028043114,0.10481850970300803,-0.018398121159687673,0.03523768604327147,0.053146530457915786
sleep_deep_hrs,0.1484943512722181,0.06421439751639182,-0.0017020110582650068,0.1302538799297943,0.06636880901597238,0.028932765265598473,0.1431003635081991,0.059002996489607856,0.0017598585791420147,1.0,-0.020688010483758484,-0.03321035966579942,-0.01054654812116851,0.0072101366361292845,-0.029195551399551767,0.011658010988437124,0.052173306575941596,0.05229637152155621,-0.021574640539850674,0.04681415604149192,-0.013831437178353613,-0.046048223562347036,-0.04702681947362499,0.0014695964016310974,0.01432255121119233,0.030804790481866927,0.03689717670888111,0.02510071711365046,-0.05479500467209918,0.021249606342592584,-0.03803065157751048,0.05416426313788834,-0.002603257189316152,0.026501676773560422,0.06675686626196851,-0.02258876846834971,-0.005837603159435535,0.02982810276875058,0.05123288532091956,0.05183095802764158,0.0038692313351939224,0.009320592687633049,-0.05284672141334804,-0.015119239088871708,-0.03054392682529707,0.01091356127943681,-0.019061752052542128,-0.03255807220524505,-0.030070457740303702,0.09709780524274661,0.0253630623839747,-0.024676240170329142,-0.008597227702462063,-0.04982422404087432,-0.03515365094947507,-0.042992338912972994,0.03466063472731749,0.05386925874333888,0.05408611473617012,0.06697402555797169,0.0014702625968751337,0.07609495342439486,0.10299737287617784,0.023182499760739123,0.12785325029138017,0.01790342466959184,-0.051291283373157213,-0.13758907249791144,0.03854567345285321,0.010051263448771977,-0.04137807016709852,-0.052962191995215506,0.0035209948973975403,-0.03723277235772182,-0.019652209278695352,0.021176391601623382,-0.003437573892973816,-0.003052221401561317,0.03905402969877063,0.010866908262034871,0.020638235380547452,0.04271321707680986,0.0037172171408214275,-0.02182353156578161,-0.002898000035885689,0.05095712879066469,0.050065587873678485,0.0047981782945810915,0.0025610621959361304,-0.004544193292780946,-0.004845886077283761,0.062079151675848765,0.015533077589738932,-0.02010816802482669,0.002633686502266422,-0.0099285856337841,-0.021417429191016493,-0.005235658354146775,0.060379298710160845,0.0032430978523901245,0.02213932846614712,-0.0031252512593298236,0.06200970005045313,-0.08854467785642782,0.04398632571779487,0.08039089353677924,0.023472828115594018,0.079750060563968
