α=1.00%, θ*=0.95, TPR=0.0268, FPR=0.0085, PPV=0.7603, Advantage=0.0184
α=37.00%, θ*=1.65, TPR=0.3782, FPR=0.3488, PPV=0.5202, Advantage=0.0294
α=38.00%, θ*=1.65, TPR=0.3782, FPR=0.3488, PPV=0.5202, Advantage=0.0294
α=39.00%, θ*=1.70, TPR=0.4112, FPR=0.3890, PPV=0.5138, Advantage=0.0222
α=40.00%, θ*=1.70, TPR=0.4112, FPR=0.3890, PPV=0.5138, Advantage=0.0222
α=41.00%, θ*=1.70, TPR=0.4112, FPR=0.3890, PPV=0.5138, Advantage=0.0222
α=42.00%, θ*=1.75, TPR=0.4518, FPR=0.4144, PPV=0.5216, Advantage=0.0374
α=43.00%, θ*=1.75, TPR=0.4518, FPR=0.4144, PPV=0.5216, Advantage=0.0374
α=44.00%, θ*=1.75, TPR=0.4518, FPR=0.4144, PPV=0.5216, Advantage=0.0374
α=45.00%, θ*=1.85, TPR=0.5290, FPR=0.4482, PPV=0.5414, Advantage=0.0808
α=46.00%, θ*=1.85, TPR=0.5290, FPR=0.4482, PPV=0.5414, Advantage=0.0808
α=47.00%, θ*=1.90, TPR=0.5578, FPR=0.4672, PPV=0.5442, Advantage=0.0906
α=48.00%, θ*=1.90, TPR=0.5578, FPR=0.4672, PPV=0.5442, Advantage=0.0906
α=49.00%, θ*=1.95, TPR=0.5906, FPR=0.4884, PPV=0.5474, Advantage=0.1022
α=50.00%, θ*=1.95, TPR=0.5906, FPR=0.4884, PPV=0.5474, Advantage=0.1022
α=51.00%, θ*=1.95, TPR=0.5906, FPR=0.4884, PPV=0.5474, Advantage=0.1022
α=52.00%, θ*=1.95, TPR=0.5906, FPR=0.4884, PPV=0.5474, Advantage=0.1022
α=53.00%, θ*=1.95, TPR=0.5906, FPR=0.4884, PPV=0.5474, Advantage=0.1022
α=54.00%, θ*=2.00, TPR=0.6275, FPR=0.5328, PPV=0.5408, Advantage=0.0947
α=55.00%, θ*=2.00, TPR=0.6275, FPR=0.5328, PPV=0.5408, Advantage=0.0947
α=56.00%, θ*=2.00, TPR=0.6275, FPR=0.5328, PPV=0.5408, Advantage=0.0947
α=57.00%, θ*=2.00, TPR=0.6275, FPR=0.5328, PPV=0.5408, Advantage=0.0947
α=58.00%, θ*=2.00, TPR=0.6275, FPR=0.5328, PPV=0.5408, Advantage=0.0947
α=59.00%, θ*=2.00, TPR=0.6275, FPR=0.5328, PPV=0.5408, Advantage=0.0947
α=60.00%, θ*=2.00, TPR=0.6275, FPR=0.5328, PPV=0.5408, Advantage=0.0947
α=61.00%, θ*=2.05, TPR=0.6673, FPR=0.6004, PPV=0.5264, Advantage=0.0669
α=62.00%, θ*=2.05, TPR=0.6673, FPR=0.6004, PPV=0.5264, Advantage=0.0669
α=63.00%, θ*=2.10, TPR=0.7064, FPR=0.6258, PPV=0.5303, Advantage=0.0807
α=64.00%, θ*=2.10, TPR=0.7064, FPR=0.6258, PPV=0.5303, Advantage=0.0807
α=65.00%, θ*=2.10, TPR=0.7064, FPR=0.6258, PPV=0.5303, Advantage=0.0807
α=66.00%, θ*=2.15, TPR=0.7384, FPR=0.6512, PPV=0.5314, Advantage=0.0873
α=67.00%, θ*=2.15, TPR=0.7384, FPR=0.6512, PPV=0.5314, Advantage=0.0873
α=68.00%, θ*=2.15, TPR=0.7384, FPR=0.6512, PPV=0.5314, Advantage=0.0873
α=69.00%, θ*=2.20, TPR=0.7702, FPR=0.6871, PPV=0.5285, Advantage=0.0831
α=70.00%, θ*=2.20, TPR=0.7702, FPR=0.6871, PPV=0.5285, Advantage=0.0831
α=71.00%, θ*=2.20, TPR=0.7702, FPR=0.6871, PPV=0.5285, Advantage=0.0831
α=72.00%, θ*=2.25, TPR=0.7938, FPR=0.7125, PPV=0.5270, Advantage=0.0813
α=73.00%, θ*=2.30, TPR=0.8184, FPR=0.7294, PPV=0.5288, Advantage=0.0890
α=74.00%, θ*=2.30, TPR=0.8184, FPR=0.7294, PPV=0.5288, Advantage=0.0890
α=75.00%, θ*=2.30, TPR=0.8184, FPR=0.7294, PPV=0.5288, Advantage=0.0890
α=76.00%, θ*=2.30, TPR=0.8184, FPR=0.7294, PPV=0.5288, Advantage=0.0890
α=77.00%, θ*=2.35, TPR=0.8450, FPR=0.7696, PPV=0.5234, Advantage=0.0754
α=78.00%, θ*=2.35, TPR=0.8450, FPR=0.7696, PPV=0.5234, Advantage=0.0754
α=79.00%, θ*=2.35, TPR=0.8450, FPR=0.7696, PPV=0.5234, Advantage=0.0754
α=80.00%, θ*=2.35, TPR=0.8450, FPR=0.7696, PPV=0.5234, Advantage=0.0754
α=81.00%, θ*=2.35, TPR=0.8450, FPR=0.7696, PPV=0.5234, Advantage=0.0754
α=82.00%, θ*=2.40, TPR=0.8676, FPR=0.8182, PPV=0.5147, Advantage=0.0494
α=83.00%, θ*=2.40, TPR=0.8676, FPR=0.8182, PPV=0.5147, Advantage=0.0494
α=84.00%, θ*=2.45, TPR=0.8878, FPR=0.8351, PPV=0.5153, Advantage=0.0527
α=85.00%, θ*=2.50, TPR=0.9090, FPR=0.8499, PPV=0.5168, Advantage=0.0591
α=86.00%, θ*=2.50, TPR=0.9090, FPR=0.8499, PPV=0.5168, Advantage=0.0591
α=87.00%, θ*=2.50, TPR=0.9090, FPR=0.8499, PPV=0.5168, Advantage=0.0591
α=88.00%, θ*=2.55, TPR=0.9257, FPR=0.8795, PPV=0.5128, Advantage=0.0462
α=89.00%, θ*=2.55, TPR=0.9257, FPR=0.8795, PPV=0.5128, Advantage=0.0462
α=90.00%, θ*=2.55, TPR=0.9257, FPR=0.8795, PPV=0.5128, Advantage=0.0462
α=91.00%, θ*=2.55, TPR=0.9257, FPR=0.8795, PPV=0.5128, Advantage=0.0462
α=92.00%, θ*=2.60, TPR=0.9392, FPR=0.9197, PPV=0.5053, Advantage=0.0196
α=93.00%, θ*=2.60, TPR=0.9392, FPR=0.9197, PPV=0.5053, Advantage=0.0196
α=94.00%, θ*=2.70, TPR=0.9648, FPR=0.9345, PPV=0.5080, Advantage=0.0304
α=95.00%, θ*=2.75, TPR=0.9729, FPR=0.9429, PPV=0.5078, Advantage=0.0300
α=96.00%, θ*=2.85, TPR=0.9850, FPR=0.9514, PPV=0.5087, Advantage=0.0336
α=97.00%, θ*=3.05, TPR=0.9951, FPR=0.9662, PPV=0.5074, Advantage=0.0289
α=98.00%, θ*=3.10, TPR=0.9953, FPR=0.9725, PPV=0.5058, Advantage=0.0228
α=99.00%, θ*=3.10, TPR=0.9953, FPR=0.9725, PPV=0.5058, Advantage=0.0228
α=100.00%, θ*=4.70, TPR=1.0000, FPR=1.0000, PPV=0.5000, Advantage=0.0000
