α=1.00%, θ*=0.95, TPR=0.0268, FPR=0.0085, PPV=0.7603, Advantage=0.0184
α=2.00%, θ*=0.95, TPR=0.0268, FPR=0.0085, PPV=0.7603, Advantage=0.0184
α=3.00%, θ*=1.00, TPR=0.0372, FPR=0.0254, PPV=0.5942, Advantage=0.0118
α=4.00%, θ*=1.05, TPR=0.0495, FPR=0.0317, PPV=0.6093, Advantage=0.0177
α=5.00%, θ*=1.10, TPR=0.0696, FPR=0.0465, PPV=0.5995, Advantage=0.0231
α=6.00%, θ*=1.15, TPR=0.0874, FPR=0.0550, PPV=0.6138, Advantage=0.0324
α=7.00%, θ*=1.20, TPR=0.1024, FPR=0.0613, PPV=0.6254, Advantage=0.0411
α=8.00%, θ*=1.20, TPR=0.1024, FPR=0.0613, PPV=0.6254, Advantage=0.0411
α=9.00%, θ*=1.20, TPR=0.1024, FPR=0.0613, PPV=0.6254, Advantage=0.0411
α=10.00%, θ*=1.25, TPR=0.1139, FPR=0.0951, PPV=0.5449, Advantage=0.0188
α=11.00%, θ*=1.30, TPR=0.1334, FPR=0.1015, PPV=0.5679, Advantage=0.0319
α=12.00%, θ*=1.35, TPR=0.1597, FPR=0.1184, PPV=0.5743, Advantage=0.0413
α=13.00%, θ*=1.35, TPR=0.1597, FPR=0.1184, PPV=0.5743, Advantage=0.0413
α=14.00%, θ*=1.35, TPR=0.1597, FPR=0.1184, PPV=0.5743, Advantage=0.0413
α=15.00%, θ*=1.40, TPR=0.1900, FPR=0.1459, PPV=0.5656, Advantage=0.0441
α=16.00%, θ*=1.40, TPR=0.1900, FPR=0.1459, PPV=0.5656, Advantage=0.0441
α=17.00%, θ*=1.40, TPR=0.1900, FPR=0.1459, PPV=0.5656, Advantage=0.0441
α=18.00%, θ*=1.40, TPR=0.1900, FPR=0.1459, PPV=0.5656, Advantage=0.0441
α=19.00%, θ*=1.40, TPR=0.1900, FPR=0.1459, PPV=0.5656, Advantage=0.0441
α=20.00%, θ*=1.45, TPR=0.2259, FPR=0.1966, PPV=0.5346, Advantage=0.0293
α=21.00%, θ*=1.45, TPR=0.2259, FPR=0.1966, PPV=0.5346, Advantage=0.0293
α=22.00%, θ*=1.45, TPR=0.2259, FPR=0.1966, PPV=0.5346, Advantage=0.0293
α=23.00%, θ*=1.50, TPR=0.2680, FPR=0.2283, PPV=0.5399, Advantage=0.0396
α=24.00%, θ*=1.50, TPR=0.2680, FPR=0.2283, PPV=0.5399, Advantage=0.0396
α=25.00%, θ*=1.50, TPR=0.2680, FPR=0.2283, PPV=0.5399, Advantage=0.0396
α=26.00%, θ*=1.50, TPR=0.2680, FPR=0.2283, PPV=0.5399, Advantage=0.0396
α=27.00%, θ*=1.50, TPR=0.2680, FPR=0.2283, PPV=0.5399, Advantage=0.0396
α=28.00%, θ*=1.55, TPR=0.3120, FPR=0.2727, PPV=0.5336, Advantage=0.0393
α=29.00%, θ*=1.55, TPR=0.3120, FPR=0.2727, PPV=0.5336, Advantage=0.0393
α=30.00%, θ*=1.55, TPR=0.3120, FPR=0.2727, PPV=0.5336, Advantage=0.0393
α=31.00%, θ*=1.60, TPR=0.3428, FPR=0.3087, PPV=0.5262, Advantage=0.0341
α=32.00%, θ*=1.60, TPR=0.3428, FPR=0.3087, PPV=0.5262, Advantage=0.0341
α=33.00%, θ*=1.60, TPR=0.3428, FPR=0.3087, PPV=0.5262, Advantage=0.0341
α=34.00%, θ*=1.60, TPR=0.3428, FPR=0.3087, PPV=0.5262, Advantage=0.0341
α=35.00%, θ*=1.65, TPR=0.3782, FPR=0.3488, PPV=0.5202, Advantage=0.0294
α=36.00%, θ*=1.65, TPR=0.3782, FPR=0.3488, PPV=0.5202, Advantage=0.0294
