α=1.00%, θ*=1.50, TPR=0.0226, FPR=0.0085, PPV=0.7271, Advantage=0.0141
α=45.00%, θ*=2.25, TPR=0.4427, FPR=0.4246, PPV=0.5104, Advantage=0.0181
α=46.00%, θ*=2.25, TPR=0.4427, FPR=0.4246, PPV=0.5104, Advantage=0.0181
α=47.00%, θ*=2.25, TPR=0.4427, FPR=0.4246, PPV=0.5104, Advantage=0.0181
α=48.00%, θ*=2.25, TPR=0.4427, FPR=0.4246, PPV=0.5104, Advantage=0.0181
α=49.00%, θ*=2.25, TPR=0.4427, FPR=0.4246, PPV=0.5104, Advantage=0.0181
α=50.00%, θ*=2.30, TPR=0.4823, FPR=0.4989, PPV=0.4915, Advantage=-0.0166
α=51.00%, θ*=2.30, TPR=0.4823, FPR=0.4989, PPV=0.4915, Advantage=-0.0166
α=52.00%, θ*=2.30, TPR=0.4823, FPR=0.4989, PPV=0.4915, Advantage=-0.0166
α=53.00%, θ*=2.30, TPR=0.4823, FPR=0.4989, PPV=0.4915, Advantage=-0.0166
α=54.00%, θ*=2.30, TPR=0.4823, FPR=0.4989, PPV=0.4915, Advantage=-0.0166
α=55.00%, θ*=2.35, TPR=0.5243, FPR=0.5499, PPV=0.4881, Advantage=-0.0255
α=56.00%, θ*=2.35, TPR=0.5243, FPR=0.5499, PPV=0.4881, Advantage=-0.0255
α=57.00%, θ*=2.35, TPR=0.5243, FPR=0.5499, PPV=0.4881, Advantage=-0.0255
α=58.00%, θ*=2.35, TPR=0.5243, FPR=0.5499, PPV=0.4881, Advantage=-0.0255
α=59.00%, θ*=2.40, TPR=0.5745, FPR=0.5860, PPV=0.4951, Advantage=-0.0115
α=60.00%, θ*=2.40, TPR=0.5745, FPR=0.5860, PPV=0.4951, Advantage=-0.0115
α=61.00%, θ*=2.40, TPR=0.5745, FPR=0.5860, PPV=0.4951, Advantage=-0.0115
α=62.00%, θ*=2.40, TPR=0.5745, FPR=0.5860, PPV=0.4951, Advantage=-0.0115
α=63.00%, θ*=2.40, TPR=0.5745, FPR=0.5860, PPV=0.4951, Advantage=-0.0115
α=64.00%, θ*=2.45, TPR=0.6301, FPR=0.6391, PPV=0.4965, Advantage=-0.0090
α=65.00%, θ*=2.45, TPR=0.6301, FPR=0.6391, PPV=0.4965, Advantage=-0.0090
α=66.00%, θ*=2.45, TPR=0.6301, FPR=0.6391, PPV=0.4965, Advantage=-0.0090
α=67.00%, θ*=2.45, TPR=0.6301, FPR=0.6391, PPV=0.4965, Advantage=-0.0090
α=68.00%, θ*=2.45, TPR=0.6301, FPR=0.6391, PPV=0.4965, Advantage=-0.0090
α=69.00%, θ*=2.50, TPR=0.6810, FPR=0.6815, PPV=0.4998, Advantage=-0.0005
α=70.00%, θ*=2.50, TPR=0.6810, FPR=0.6815, PPV=0.4998, Advantage=-0.0005
α=71.00%, θ*=2.50, TPR=0.6810, FPR=0.6815, PPV=0.4998, Advantage=-0.0005
α=72.00%, θ*=2.50, TPR=0.6810, FPR=0.6815, PPV=0.4998, Advantage=-0.0005
α=73.00%, θ*=2.50, TPR=0.6810, FPR=0.6815, PPV=0.4998, Advantage=-0.0005
α=74.00%, θ*=2.50, TPR=0.6810, FPR=0.6815, PPV=0.4998, Advantage=-0.0005
α=75.00%, θ*=2.50, TPR=0.6810, FPR=0.6815, PPV=0.4998, Advantage=-0.0005
α=76.00%, θ*=2.55, TPR=0.7154, FPR=0.7580, PPV=0.4856, Advantage=-0.0425
α=77.00%, θ*=2.55, TPR=0.7154, FPR=0.7580, PPV=0.4856, Advantage=-0.0425
α=78.00%, θ*=2.55, TPR=0.7154, FPR=0.7580, PPV=0.4856, Advantage=-0.0425
α=79.00%, θ*=2.55, TPR=0.7154, FPR=0.7580, PPV=0.4856, Advantage=-0.0425
α=80.00%, θ*=2.60, TPR=0.7467, FPR=0.7941, PPV=0.4846, Advantage=-0.0474
α=81.00%, θ*=2.60, TPR=0.7467, FPR=0.7941, PPV=0.4846, Advantage=-0.0474
α=82.00%, θ*=2.60, TPR=0.7467, FPR=0.7941, PPV=0.4846, Advantage=-0.0474
α=83.00%, θ*=2.60, TPR=0.7467, FPR=0.7941, PPV=0.4846, Advantage=-0.0474
α=84.00%, θ*=2.65, TPR=0.7801, FPR=0.8323, PPV=0.4838, Advantage=-0.0521
α=85.00%, θ*=2.65, TPR=0.7801, FPR=0.8323, PPV=0.4838, Advantage=-0.0521
α=86.00%, θ*=2.70, TPR=0.8079, FPR=0.8599, PPV=0.4844, Advantage=-0.0520
α=87.00%, θ*=2.70, TPR=0.8079, FPR=0.8599, PPV=0.4844, Advantage=-0.0520
α=88.00%, θ*=2.75, TPR=0.8374, FPR=0.8726, PPV=0.4897, Advantage=-0.0352
α=89.00%, θ*=2.75, TPR=0.8374, FPR=0.8726, PPV=0.4897, Advantage=-0.0352
α=90.00%, θ*=2.75, TPR=0.8374, FPR=0.8726, PPV=0.4897, Advantage=-0.0352
α=91.00%, θ*=2.75, TPR=0.8374, FPR=0.8726, PPV=0.4897, Advantage=-0.0352
α=92.00%, θ*=2.75, TPR=0.8374, FPR=0.8726, PPV=0.4897, Advantage=-0.0352
α=93.00%, θ*=2.80, TPR=0.8586, FPR=0.9299, PPV=0.4801, Advantage=-0.0714
α=94.00%, θ*=2.80, TPR=0.8586, FPR=0.9299, PPV=0.4801, Advantage=-0.0714
α=95.00%, θ*=2.90, TPR=0.8987, FPR=0.9427, PPV=0.4881, Advantage=-0.0440
α=96.00%, θ*=2.90, TPR=0.8987, FPR=0.9427, PPV=0.4881, Advantage=-0.0440
α=97.00%, θ*=2.95, TPR=0.9191, FPR=0.9639, PPV=0.4881, Advantage=-0.0448
α=98.00%, θ*=3.20, TPR=0.9806, FPR=0.9788, PPV=0.5005, Advantage=0.0018
α=99.00%, θ*=3.40, TPR=0.9907, FPR=0.9830, PPV=0.5019, Advantage=0.0076
α=100.00%, θ*=4.70, TPR=1.0000, FPR=1.0000, PPV=0.5000, Advantage=0.0000
