α=1.00%, θ*=1.15, TPR=0.0124, FPR=0.0000, PPV=1.0000, Advantage=0.0124
α=2.00%, θ*=1.20, TPR=0.0166, FPR=0.0137, PPV=0.5477, Advantage=0.0029
α=3.00%, θ*=1.25, TPR=0.0261, FPR=0.0251, PPV=0.5097, Advantage=0.0010
α=4.00%, θ*=1.30, TPR=0.0324, FPR=0.0388, PPV=0.4553, Advantage=-0.0064
α=5.00%, θ*=1.35, TPR=0.0366, FPR=0.0434, PPV=0.4576, Advantage=-0.0068
α=6.00%, θ*=1.40, TPR=0.0481, FPR=0.0502, PPV=0.4890, Advantage=-0.0022
α=7.00%, θ*=1.45, TPR=0.0681, FPR=0.0685, PPV=0.4984, Advantage=-0.0004
α=8.00%, θ*=1.45, TPR=0.0681, FPR=0.0685, PPV=0.4984, Advantage=-0.0004
α=9.00%, θ*=1.50, TPR=0.0915, FPR=0.0845, PPV=0.5199, Advantage=0.0070
α=10.00%, θ*=1.50, TPR=0.0915, FPR=0.0845, PPV=0.5199, Advantage=0.0070
α=11.00%, θ*=1.55, TPR=0.1100, FPR=0.1050, PPV=0.5116, Advantage=0.0050
α=12.00%, θ*=1.60, TPR=0.1266, FPR=0.1142, PPV=0.5259, Advantage=0.0125
α=13.00%, θ*=1.60, TPR=0.1266, FPR=0.1142, PPV=0.5259, Advantage=0.0125
α=14.00%, θ*=1.60, TPR=0.1266, FPR=0.1142, PPV=0.5259, Advantage=0.0125
α=15.00%, θ*=1.65, TPR=0.1500, FPR=0.1416, PPV=0.5145, Advantage=0.0085
α=16.00%, θ*=1.65, TPR=0.1500, FPR=0.1416, PPV=0.5145, Advantage=0.0085
α=17.00%, θ*=1.65, TPR=0.1500, FPR=0.1416, PPV=0.5145, Advantage=0.0085
α=18.00%, θ*=1.65, TPR=0.1500, FPR=0.1416, PPV=0.5145, Advantage=0.0085
α=19.00%, θ*=1.70, TPR=0.1805, FPR=0.1804, PPV=0.5002, Advantage=0.0002
α=20.00%, θ*=1.70, TPR=0.1805, FPR=0.1804, PPV=0.5002, Advantage=0.0002
α=21.00%, θ*=1.70, TPR=0.1805, FPR=0.1804, PPV=0.5002, Advantage=0.0002
α=22.00%, θ*=1.75, TPR=0.2259, FPR=0.2123, PPV=0.5155, Advantage=0.0136
α=23.00%, θ*=1.75, TPR=0.2259, FPR=0.2123, PPV=0.5155, Advantage=0.0136
α=24.00%, θ*=1.80, TPR=0.2706, FPR=0.2306, PPV=0.5399, Advantage=0.0400
α=25.00%, θ*=1.85, TPR=0.3218, FPR=0.2489, PPV=0.5639, Advantage=0.0729
α=26.00%, θ*=1.85, TPR=0.3218, FPR=0.2489, PPV=0.5639, Advantage=0.0729
α=27.00%, θ*=1.85, TPR=0.3218, FPR=0.2489, PPV=0.5639, Advantage=0.0729
α=28.00%, θ*=1.85, TPR=0.3218, FPR=0.2489, PPV=0.5639, Advantage=0.0729
α=29.00%, θ*=1.85, TPR=0.3218, FPR=0.2489, PPV=0.5639, Advantage=0.0729
α=30.00%, θ*=1.90, TPR=0.3662, FPR=0.2945, PPV=0.5542, Advantage=0.0717
α=31.00%, θ*=1.90, TPR=0.3662, FPR=0.2945, PPV=0.5542, Advantage=0.0717
α=32.00%, θ*=1.90, TPR=0.3662, FPR=0.2945, PPV=0.5542, Advantage=0.0717
α=33.00%, θ*=1.90, TPR=0.3662, FPR=0.2945, PPV=0.5542, Advantage=0.0717
α=34.00%, θ*=1.90, TPR=0.3662, FPR=0.2945, PPV=0.5542, Advantage=0.0717
α=35.00%, θ*=1.90, TPR=0.3662, FPR=0.2945, PPV=0.5542, Advantage=0.0717
α=36.00%, θ*=1.95, TPR=0.4084, FPR=0.3516, PPV=0.5374, Advantage=0.0568
α=37.00%, θ*=1.95, TPR=0.4084, FPR=0.3516, PPV=0.5374, Advantage=0.0568
α=38.00%, θ*=1.95, TPR=0.4084, FPR=0.3516, PPV=0.5374, Advantage=0.0568
α=39.00%, θ*=2.00, TPR=0.4533, FPR=0.3881, PPV=0.5387, Advantage=0.0652
α=40.00%, θ*=2.00, TPR=0.4533, FPR=0.3881, PPV=0.5387, Advantage=0.0652
α=41.00%, θ*=2.00, TPR=0.4533, FPR=0.3881, PPV=0.5387, Advantage=0.0652
α=42.00%, θ*=2.00, TPR=0.4533, FPR=0.3881, PPV=0.5387, Advantage=0.0652
α=43.00%, θ*=2.05, TPR=0.4884, FPR=0.4224, PPV=0.5363, Advantage=0.0660
α=44.00%, θ*=2.05, TPR=0.4884, FPR=0.4224, PPV=0.5363, Advantage=0.0660
α=45.00%, θ*=2.05, TPR=0.4884, FPR=0.4224, PPV=0.5363, Advantage=0.0660
α=46.00%, θ*=2.05, TPR=0.4884, FPR=0.4224, PPV=0.5363, Advantage=0.0660
α=47.00%, θ*=2.05, TPR=0.4884, FPR=0.4224, PPV=0.5363, Advantage=0.0660
α=48.00%, θ*=2.05, TPR=0.4884, FPR=0.4224, PPV=0.5363, Advantage=0.0660
α=49.00%, θ*=2.05, TPR=0.4884, FPR=0.4224, PPV=0.5363, Advantage=0.0660
α=50.00%, θ*=2.05, TPR=0.4884, FPR=0.4224, PPV=0.5363, Advantage=0.0660
α=51.00%, θ*=2.10, TPR=0.5323, FPR=0.5023, PPV=0.5145, Advantage=0.0300
α=52.00%, θ*=2.10, TPR=0.5323, FPR=0.5023, PPV=0.5145, Advantage=0.0300
α=53.00%, θ*=2.10, TPR=0.5323, FPR=0.5023, PPV=0.5145, Advantage=0.0300
α=54.00%, θ*=2.10, TPR=0.5323, FPR=0.5023, PPV=0.5145, Advantage=0.0300
α=55.00%, θ*=2.10, TPR=0.5323, FPR=0.5023, PPV=0.5145, Advantage=0.0300
α=56.00%, θ*=2.10, TPR=0.5323, FPR=0.5023, PPV=0.5145, Advantage=0.0300
α=57.00%, θ*=2.10, TPR=0.5323, FPR=0.5023, PPV=0.5145, Advantage=0.0300
α=58.00%, θ*=2.15, TPR=0.5701, FPR=0.5776, PPV=0.4967, Advantage=-0.0075
α=59.00%, θ*=2.15, TPR=0.5701, FPR=0.5776, PPV=0.4967, Advantage=-0.0075
α=60.00%, θ*=2.15, TPR=0.5701, FPR=0.5776, PPV=0.4967, Advantage=-0.0075
α=61.00%, θ*=2.15, TPR=0.5701, FPR=0.5776, PPV=0.4967, Advantage=-0.0075
α=62.00%, θ*=2.15, TPR=0.5701, FPR=0.5776, PPV=0.4967, Advantage=-0.0075
α=63.00%, θ*=2.20, TPR=0.6187, FPR=0.6279, PPV=0.4963, Advantage=-0.0092
α=64.00%, θ*=2.20, TPR=0.6187, FPR=0.6279, PPV=0.4963, Advantage=-0.0092
α=65.00%, θ*=2.20, TPR=0.6187, FPR=0.6279, PPV=0.4963, Advantage=-0.0092
α=66.00%, θ*=2.35, TPR=0.7365, FPR=0.6598, PPV=0.5275, Advantage=0.0767
α=67.00%, θ*=2.35, TPR=0.7365, FPR=0.6598, PPV=0.5275, Advantage=0.0767
α=68.00%, θ*=2.35, TPR=0.7365, FPR=0.6598, PPV=0.5275, Advantage=0.0767
α=69.00%, θ*=2.35, TPR=0.7365, FPR=0.6598, PPV=0.5275, Advantage=0.0767
α=70.00%, θ*=2.35, TPR=0.7365, FPR=0.6598, PPV=0.5275, Advantage=0.0767
α=71.00%, θ*=2.40, TPR=0.7690, FPR=0.7009, PPV=0.5231, Advantage=0.0681
α=72.00%, θ*=2.40, TPR=0.7690, FPR=0.7009, PPV=0.5231, Advantage=0.0681
α=73.00%, θ*=2.40, TPR=0.7690, FPR=0.7009, PPV=0.5231, Advantage=0.0681
α=74.00%, θ*=2.45, TPR=0.8004, FPR=0.7397, PPV=0.5197, Advantage=0.0607
α=75.00%, θ*=2.45, TPR=0.8004, FPR=0.7397, PPV=0.5197, Advantage=0.0607
α=76.00%, θ*=2.45, TPR=0.8004, FPR=0.7397, PPV=0.5197, Advantage=0.0607
α=77.00%, θ*=2.45, TPR=0.8004, FPR=0.7397, PPV=0.5197, Advantage=0.0607
α=78.00%, θ*=2.45, TPR=0.8004, FPR=0.7397, PPV=0.5197, Advantage=0.0607
α=79.00%, θ*=2.45, TPR=0.8004, FPR=0.7397, PPV=0.5197, Advantage=0.0607
α=80.00%, θ*=2.50, TPR=0.8358, FPR=0.7991, PPV=0.5112, Advantage=0.0367
α=81.00%, θ*=2.50, TPR=0.8358, FPR=0.7991, PPV=0.5112, Advantage=0.0367
α=82.00%, θ*=2.50, TPR=0.8358, FPR=0.7991, PPV=0.5112, Advantage=0.0367
α=83.00%, θ*=2.55, TPR=0.8609, FPR=0.8265, PPV=0.5102, Advantage=0.0345
α=84.00%, θ*=2.55, TPR=0.8609, FPR=0.8265, PPV=0.5102, Advantage=0.0345
α=85.00%, θ*=2.55, TPR=0.8609, FPR=0.8265, PPV=0.5102, Advantage=0.0345
α=86.00%, θ*=2.55, TPR=0.8609, FPR=0.8265, PPV=0.5102, Advantage=0.0345
α=87.00%, θ*=2.55, TPR=0.8609, FPR=0.8265, PPV=0.5102, Advantage=0.0345
α=88.00%, θ*=2.60, TPR=0.8766, FPR=0.8744, PPV=0.5006, Advantage=0.0021
α=89.00%, θ*=2.60, TPR=0.8766, FPR=0.8744, PPV=0.5006, Advantage=0.0021
α=90.00%, θ*=2.65, TPR=0.8941, FPR=0.8927, PPV=0.5004, Advantage=0.0014
α=91.00%, θ*=2.70, TPR=0.9161, FPR=0.9041, PPV=0.5033, Advantage=0.0120
α=92.00%, θ*=2.70, TPR=0.9161, FPR=0.9041, PPV=0.5033, Advantage=0.0120
α=93.00%, θ*=2.90, TPR=0.9624, FPR=0.9292, PPV=0.5088, Advantage=0.0332
α=94.00%, θ*=2.95, TPR=0.9680, FPR=0.9361, PPV=0.5084, Advantage=0.0320
α=95.00%, θ*=2.95, TPR=0.9680, FPR=0.9361, PPV=0.5084, Advantage=0.0320
α=96.00%, θ*=3.00, TPR=0.9749, FPR=0.9521, PPV=0.5059, Advantage=0.0228
α=97.00%, θ*=3.05, TPR=0.9810, FPR=0.9635, PPV=0.5045, Advantage=0.0175
α=98.00%, θ*=3.10, TPR=0.9844, FPR=0.9726, PPV=0.5030, Advantage=0.0118
α=99.00%, θ*=3.15, TPR=0.9873, FPR=0.9817, PPV=0.5014, Advantage=0.0056
