α=1.00%, θ*=1.70, TPR=0.0275, FPR=0.0092, PPV=0.7497, Advantage=0.0184
α=2.00%, θ*=1.75, TPR=0.0361, FPR=0.0115, PPV=0.7584, Advantage=0.0246
α=3.00%, θ*=1.85, TPR=0.0758, FPR=0.0299, PPV=0.7173, Advantage=0.0459
α=4.00%, θ*=1.85, TPR=0.0758, FPR=0.0299, PPV=0.7173, Advantage=0.0459
α=5.00%, θ*=1.85, TPR=0.0758, FPR=0.0299, PPV=0.7173, Advantage=0.0459
α=6.00%, θ*=1.85, TPR=0.0758, FPR=0.0299, PPV=0.7173, Advantage=0.0459
α=7.00%, θ*=1.85, TPR=0.0758, FPR=0.0299, PPV=0.7173, Advantage=0.0459
α=8.00%, θ*=1.90, TPR=0.1141, FPR=0.0736, PPV=0.6080, Advantage=0.0405
α=9.00%, θ*=1.90, TPR=0.1141, FPR=0.0736, PPV=0.6080, Advantage=0.0405
α=10.00%, θ*=1.90, TPR=0.1141, FPR=0.0736, PPV=0.6080, Advantage=0.0405
α=11.00%, θ*=1.90, TPR=0.1141, FPR=0.0736, PPV=0.6080, Advantage=0.0405
α=12.00%, θ*=1.90, TPR=0.1141, FPR=0.0736, PPV=0.6080, Advantage=0.0405
α=13.00%, θ*=1.95, TPR=0.1550, FPR=0.1218, PPV=0.5600, Advantage=0.0332
α=14.00%, θ*=1.95, TPR=0.1550, FPR=0.1218, PPV=0.5600, Advantage=0.0332
α=15.00%, θ*=1.95, TPR=0.1550, FPR=0.1218, PPV=0.5600, Advantage=0.0332
α=16.00%, θ*=1.95, TPR=0.1550, FPR=0.1218, PPV=0.5600, Advantage=0.0332
α=17.00%, θ*=1.95, TPR=0.1550, FPR=0.1218, PPV=0.5600, Advantage=0.0332
α=18.00%, θ*=2.00, TPR=0.1970, FPR=0.1724, PPV=0.5332, Advantage=0.0246
α=19.00%, θ*=2.00, TPR=0.1970, FPR=0.1724, PPV=0.5332, Advantage=0.0246
α=20.00%, θ*=2.00, TPR=0.1970, FPR=0.1724, PPV=0.5332, Advantage=0.0246
α=21.00%, θ*=2.00, TPR=0.1970, FPR=0.1724, PPV=0.5332, Advantage=0.0246
α=22.00%, θ*=2.00, TPR=0.1970, FPR=0.1724, PPV=0.5332, Advantage=0.0246
α=23.00%, θ*=2.05, TPR=0.2618, FPR=0.2230, PPV=0.5401, Advantage=0.0388
α=24.00%, θ*=2.05, TPR=0.2618, FPR=0.2230, PPV=0.5401, Advantage=0.0388
α=25.00%, θ*=2.05, TPR=0.2618, FPR=0.2230, PPV=0.5401, Advantage=0.0388
α=26.00%, θ*=2.05, TPR=0.2618, FPR=0.2230, PPV=0.5401, Advantage=0.0388
α=27.00%, θ*=2.05, TPR=0.2618, FPR=0.2230, PPV=0.5401, Advantage=0.0388
α=28.00%, θ*=2.05, TPR=0.2618, FPR=0.2230, PPV=0.5401, Advantage=0.0388
α=29.00%, θ*=2.05, TPR=0.2618, FPR=0.2230, PPV=0.5401, Advantage=0.0388
α=30.00%, θ*=2.10, TPR=0.3172, FPR=0.2943, PPV=0.5187, Advantage=0.0229
α=31.00%, θ*=2.10, TPR=0.3172, FPR=0.2943, PPV=0.5187, Advantage=0.0229
α=32.00%, θ*=2.10, TPR=0.3172, FPR=0.2943, PPV=0.5187, Advantage=0.0229
α=33.00%, θ*=2.10, TPR=0.3172, FPR=0.2943, PPV=0.5187, Advantage=0.0229
α=34.00%, θ*=2.10, TPR=0.3172, FPR=0.2943, PPV=0.5187, Advantage=0.0229
α=35.00%, θ*=2.10, TPR=0.3172, FPR=0.2943, PPV=0.5187, Advantage=0.0229
α=36.00%, θ*=2.10, TPR=0.3172, FPR=0.2943, PPV=0.5187, Advantage=0.0229
α=37.00%, θ*=2.10, TPR=0.3172, FPR=0.2943, PPV=0.5187, Advantage=0.0229
α=38.00%, θ*=2.10, TPR=0.3172, FPR=0.2943, PPV=0.5187, Advantage=0.0229
α=39.00%, θ*=2.15, TPR=0.3681, FPR=0.3816, PPV=0.4910, Advantage=-0.0135
α=40.00%, θ*=2.15, TPR=0.3681, FPR=0.3816, PPV=0.4910, Advantage=-0.0135
α=41.00%, θ*=2.15, TPR=0.3681, FPR=0.3816, PPV=0.4910, Advantage=-0.0135
α=42.00%, θ*=2.15, TPR=0.3681, FPR=0.3816, PPV=0.4910, Advantage=-0.0135
α=43.00%, θ*=2.15, TPR=0.3681, FPR=0.3816, PPV=0.4910, Advantage=-0.0135
α=44.00%, θ*=2.15, TPR=0.3681, FPR=0.3816, PPV=0.4910, Advantage=-0.0135
α=45.00%, θ*=2.15, TPR=0.3681, FPR=0.3816, PPV=0.4910, Advantage=-0.0135
α=46.00%, θ*=2.15, TPR=0.3681, FPR=0.3816, PPV=0.4910, Advantage=-0.0135
α=47.00%, θ*=2.20, TPR=0.4342, FPR=0.4621, PPV=0.4844, Advantage=-0.0279
α=48.00%, θ*=2.20, TPR=0.4342, FPR=0.4621, PPV=0.4844, Advantage=-0.0279
α=49.00%, θ*=2.20, TPR=0.4342, FPR=0.4621, PPV=0.4844, Advantage=-0.0279
α=50.00%, θ*=2.20, TPR=0.4342, FPR=0.4621, PPV=0.4844, Advantage=-0.0279
α=51.00%, θ*=2.20, TPR=0.4342, FPR=0.4621, PPV=0.4844, Advantage=-0.0279
α=52.00%, θ*=2.25, TPR=0.4966, FPR=0.5149, PPV=0.4909, Advantage=-0.0184
α=53.00%, θ*=2.25, TPR=0.4966, FPR=0.5149, PPV=0.4909, Advantage=-0.0184
α=54.00%, θ*=2.25, TPR=0.4966, FPR=0.5149, PPV=0.4909, Advantage=-0.0184
α=55.00%, θ*=2.25, TPR=0.4966, FPR=0.5149, PPV=0.4909, Advantage=-0.0184
α=56.00%, θ*=2.30, TPR=0.5514, FPR=0.5586, PPV=0.4968, Advantage=-0.0072
α=57.00%, θ*=2.30, TPR=0.5514, FPR=0.5586, PPV=0.4968, Advantage=-0.0072
α=58.00%, θ*=2.30, TPR=0.5514, FPR=0.5586, PPV=0.4968, Advantage=-0.0072
α=59.00%, θ*=2.30, TPR=0.5514, FPR=0.5586, PPV=0.4968, Advantage=-0.0072
α=60.00%, θ*=2.30, TPR=0.5514, FPR=0.5586, PPV=0.4968, Advantage=-0.0072
α=61.00%, θ*=2.30, TPR=0.5514, FPR=0.5586, PPV=0.4968, Advantage=-0.0072
α=62.00%, θ*=2.35, TPR=0.6216, FPR=0.6161, PPV=0.5022, Advantage=0.0056
α=63.00%, θ*=2.35, TPR=0.6216, FPR=0.6161, PPV=0.5022, Advantage=0.0056
α=64.00%, θ*=2.35, TPR=0.6216, FPR=0.6161, PPV=0.5022, Advantage=0.0056
α=65.00%, θ*=2.35, TPR=0.6216, FPR=0.6161, PPV=0.5022, Advantage=0.0056
α=66.00%, θ*=2.35, TPR=0.6216, FPR=0.6161, PPV=0.5022, Advantage=0.0056
α=67.00%, θ*=2.35, TPR=0.6216, FPR=0.6161, PPV=0.5022, Advantage=0.0056
α=68.00%, θ*=2.35, TPR=0.6216, FPR=0.6161, PPV=0.5022, Advantage=0.0056
α=69.00%, θ*=2.35, TPR=0.6216, FPR=0.6161, PPV=0.5022, Advantage=0.0056
α=70.00%, θ*=2.35, TPR=0.6216, FPR=0.6161, PPV=0.5022, Advantage=0.0056
α=71.00%, θ*=2.35, TPR=0.6216, FPR=0.6161, PPV=0.5022, Advantage=0.0056
α=72.00%, θ*=2.40, TPR=0.6719, FPR=0.7103, PPV=0.4861, Advantage=-0.0385
α=73.00%, θ*=2.40, TPR=0.6719, FPR=0.7103, PPV=0.4861, Advantage=-0.0385
α=74.00%, θ*=2.40, TPR=0.6719, FPR=0.7103, PPV=0.4861, Advantage=-0.0385
α=75.00%, θ*=2.40, TPR=0.6719, FPR=0.7103, PPV=0.4861, Advantage=-0.0385
α=76.00%, θ*=2.40, TPR=0.6719, FPR=0.7103, PPV=0.4861, Advantage=-0.0385
α=77.00%, θ*=2.40, TPR=0.6719, FPR=0.7103, PPV=0.4861, Advantage=-0.0385
α=78.00%, θ*=2.40, TPR=0.6719, FPR=0.7103, PPV=0.4861, Advantage=-0.0385
α=79.00%, θ*=2.45, TPR=0.7155, FPR=0.7839, PPV=0.4772, Advantage=-0.0684
α=80.00%, θ*=2.45, TPR=0.7155, FPR=0.7839, PPV=0.4772, Advantage=-0.0684
α=81.00%, θ*=2.45, TPR=0.7155, FPR=0.7839, PPV=0.4772, Advantage=-0.0684
α=82.00%, θ*=2.45, TPR=0.7155, FPR=0.7839, PPV=0.4772, Advantage=-0.0684
α=83.00%, θ*=2.45, TPR=0.7155, FPR=0.7839, PPV=0.4772, Advantage=-0.0684
α=84.00%, θ*=2.50, TPR=0.7533, FPR=0.8391, PPV=0.4731, Advantage=-0.0858
α=85.00%, θ*=2.50, TPR=0.7533, FPR=0.8391, PPV=0.4731, Advantage=-0.0858
α=86.00%, θ*=2.60, TPR=0.8308, FPR=0.8575, PPV=0.4921, Advantage=-0.0267
α=87.00%, θ*=2.60, TPR=0.8308, FPR=0.8575, PPV=0.4921, Advantage=-0.0267
α=88.00%, θ*=2.65, TPR=0.8598, FPR=0.8782, PPV=0.4947, Advantage=-0.0183
α=89.00%, θ*=2.70, TPR=0.8852, FPR=0.8897, PPV=0.4987, Advantage=-0.0045
α=90.00%, θ*=2.70, TPR=0.8852, FPR=0.8897, PPV=0.4987, Advantage=-0.0045
α=91.00%, θ*=2.70, TPR=0.8852, FPR=0.8897, PPV=0.4987, Advantage=-0.0045
α=92.00%, θ*=2.75, TPR=0.9098, FPR=0.9195, PPV=0.4973, Advantage=-0.0097
α=93.00%, θ*=2.80, TPR=0.9271, FPR=0.9264, PPV=0.5002, Advantage=0.0007
α=94.00%, θ*=2.80, TPR=0.9271, FPR=0.9264, PPV=0.5002, Advantage=0.0007
α=95.00%, θ*=2.80, TPR=0.9271, FPR=0.9264, PPV=0.5002, Advantage=0.0007
α=96.00%, θ*=2.85, TPR=0.9410, FPR=0.9517, PPV=0.4972, Advantage=-0.0107
α=97.00%, θ*=2.85, TPR=0.9410, FPR=0.9517, PPV=0.4972, Advantage=-0.0107
α=98.00%, θ*=3.15, TPR=0.9803, FPR=0.9770, PPV=0.5008, Advantage=0.0032
α=99.00%, θ*=3.15, TPR=0.9803, FPR=0.9770, PPV=0.5008, Advantage=0.0032
α=100.00%, θ*=4.70, TPR=1.0000, FPR=1.0000, PPV=0.5000, Advantage=0.0000
