α=1.00%, θ*=1.40, TPR=0.0135, FPR=0.0087, PPV=0.6069, Advantage=0.0048
α=2.00%, θ*=1.40, TPR=0.0135, FPR=0.0087, PPV=0.6069, Advantage=0.0048
α=3.00%, θ*=1.45, TPR=0.0152, FPR=0.0218, PPV=0.4104, Advantage=-0.0066
α=4.00%, θ*=1.50, TPR=0.0226, FPR=0.0349, PPV=0.3923, Advantage=-0.0124
α=5.00%, θ*=1.55, TPR=0.0400, FPR=0.0437, PPV=0.4778, Advantage=-0.0037
α=6.00%, θ*=1.60, TPR=0.0618, FPR=0.0590, PPV=0.5117, Advantage=0.0028
α=7.00%, θ*=1.70, TPR=0.1032, FPR=0.0699, PPV=0.5963, Advantage=0.0333
α=8.00%, θ*=1.70, TPR=0.1032, FPR=0.0699, PPV=0.5963, Advantage=0.0333
α=9.00%, θ*=1.70, TPR=0.1032, FPR=0.0699, PPV=0.5963, Advantage=0.0333
α=10.00%, θ*=1.70, TPR=0.1032, FPR=0.0699, PPV=0.5963, Advantage=0.0333
α=11.00%, θ*=1.75, TPR=0.1324, FPR=0.1004, PPV=0.5686, Advantage=0.0319
α=12.00%, θ*=1.80, TPR=0.1606, FPR=0.1157, PPV=0.5812, Advantage=0.0449
α=13.00%, θ*=1.80, TPR=0.1606, FPR=0.1157, PPV=0.5812, Advantage=0.0449
α=14.00%, θ*=1.85, TPR=0.1961, FPR=0.1332, PPV=0.5956, Advantage=0.0629
α=15.00%, θ*=1.85, TPR=0.1961, FPR=0.1332, PPV=0.5956, Advantage=0.0629
α=16.00%, θ*=1.90, TPR=0.2282, FPR=0.1528, PPV=0.5989, Advantage=0.0754
α=17.00%, θ*=1.90, TPR=0.2282, FPR=0.1528, PPV=0.5989, Advantage=0.0754
α=18.00%, θ*=1.95, TPR=0.2689, FPR=0.1725, PPV=0.6092, Advantage=0.0964
α=19.00%, θ*=2.00, TPR=0.3055, FPR=0.1878, PPV=0.6193, Advantage=0.1177
α=20.00%, θ*=2.00, TPR=0.3055, FPR=0.1878, PPV=0.6193, Advantage=0.1177
α=21.00%, θ*=2.00, TPR=0.3055, FPR=0.1878, PPV=0.6193, Advantage=0.1177
α=22.00%, θ*=2.00, TPR=0.3055, FPR=0.1878, PPV=0.6193, Advantage=0.1177
α=23.00%, θ*=2.05, TPR=0.3391, FPR=0.2271, PPV=0.5989, Advantage=0.1120
α=24.00%, θ*=2.05, TPR=0.3391, FPR=0.2271, PPV=0.5989, Advantage=0.1120
α=25.00%, θ*=2.05, TPR=0.3391, FPR=0.2271, PPV=0.5989, Advantage=0.1120
α=26.00%, θ*=2.05, TPR=0.3391, FPR=0.2271, PPV=0.5989, Advantage=0.1120
α=27.00%, θ*=2.05, TPR=0.3391, FPR=0.2271, PPV=0.5989, Advantage=0.1120
α=28.00%, θ*=2.05, TPR=0.3391, FPR=0.2271, PPV=0.5989, Advantage=0.1120
α=29.00%, θ*=2.10, TPR=0.3881, FPR=0.2882, PPV=0.5738, Advantage=0.0999
α=30.00%, θ*=2.10, TPR=0.3881, FPR=0.2882, PPV=0.5738, Advantage=0.0999
α=31.00%, θ*=2.10, TPR=0.3881, FPR=0.2882, PPV=0.5738, Advantage=0.0999
α=32.00%, θ*=2.10, TPR=0.3881, FPR=0.2882, PPV=0.5738, Advantage=0.0999
α=33.00%, θ*=2.10, TPR=0.3881, FPR=0.2882, PPV=0.5738, Advantage=0.0999
α=34.00%, θ*=2.10, TPR=0.3881, FPR=0.2882, PPV=0.5738, Advantage=0.0999
α=35.00%, θ*=2.10, TPR=0.3881, FPR=0.2882, PPV=0.5738, Advantage=0.0999
α=36.00%, θ*=2.15, TPR=0.4396, FPR=0.3559, PPV=0.5526, Advantage=0.0837
α=37.00%, θ*=2.15, TPR=0.4396, FPR=0.3559, PPV=0.5526, Advantage=0.0837
α=38.00%, θ*=2.15, TPR=0.4396, FPR=0.3559, PPV=0.5526, Advantage=0.0837
α=39.00%, θ*=2.15, TPR=0.4396, FPR=0.3559, PPV=0.5526, Advantage=0.0837
α=40.00%, θ*=2.15, TPR=0.4396, FPR=0.3559, PPV=0.5526, Advantage=0.0837
α=41.00%, θ*=2.15, TPR=0.4396, FPR=0.3559, PPV=0.5526, Advantage=0.0837
α=42.00%, θ*=2.15, TPR=0.4396, FPR=0.3559, PPV=0.5526, Advantage=0.0837
α=43.00%, θ*=2.20, TPR=0.4952, FPR=0.4236, PPV=0.5390, Advantage=0.0716
α=44.00%, θ*=2.20, TPR=0.4952, FPR=0.4236, PPV=0.5390, Advantage=0.0716
α=45.00%, θ*=2.20, TPR=0.4952, FPR=0.4236, PPV=0.5390, Advantage=0.0716
α=46.00%, θ*=2.20, TPR=0.4952, FPR=0.4236, PPV=0.5390, Advantage=0.0716
α=47.00%, θ*=2.25, TPR=0.5445, FPR=0.4694, PPV=0.5370, Advantage=0.0751
α=48.00%, θ*=2.25, TPR=0.5445, FPR=0.4694, PPV=0.5370, Advantage=0.0751
α=49.00%, θ*=2.25, TPR=0.5445, FPR=0.4694, PPV=0.5370, Advantage=0.0751
α=50.00%, θ*=2.25, TPR=0.5445, FPR=0.4694, PPV=0.5370, Advantage=0.0751
α=51.00%, θ*=2.25, TPR=0.5445, FPR=0.4694, PPV=0.5370, Advantage=0.0751
α=52.00%, θ*=2.25, TPR=0.5445, FPR=0.4694, PPV=0.5370, Advantage=0.0751
α=53.00%, θ*=2.25, TPR=0.5445, FPR=0.4694, PPV=0.5370, Advantage=0.0751
α=54.00%, θ*=2.30, TPR=0.5881, FPR=0.5328, PPV=0.5247, Advantage=0.0554
α=55.00%, θ*=2.30, TPR=0.5881, FPR=0.5328, PPV=0.5247, Advantage=0.0554
α=56.00%, θ*=2.35, TPR=0.6266, FPR=0.5546, PPV=0.5305, Advantage=0.0720
α=57.00%, θ*=2.35, TPR=0.6266, FPR=0.5546, PPV=0.5305, Advantage=0.0720
α=58.00%, θ*=2.35, TPR=0.6266, FPR=0.5546, PPV=0.5305, Advantage=0.0720
α=59.00%, θ*=2.35, TPR=0.6266, FPR=0.5546, PPV=0.5305, Advantage=0.0720
α=60.00%, θ*=2.35, TPR=0.6266, FPR=0.5546, PPV=0.5305, Advantage=0.0720
α=61.00%, θ*=2.35, TPR=0.6266, FPR=0.5546, PPV=0.5305, Advantage=0.0720
α=62.00%, θ*=2.40, TPR=0.6725, FPR=0.6179, PPV=0.5211, Advantage=0.0546
α=63.00%, θ*=2.40, TPR=0.6725, FPR=0.6179, PPV=0.5211, Advantage=0.0546
α=64.00%, θ*=2.40, TPR=0.6725, FPR=0.6179, PPV=0.5211, Advantage=0.0546
α=65.00%, θ*=2.40, TPR=0.6725, FPR=0.6179, PPV=0.5211, Advantage=0.0546
α=66.00%, θ*=2.40, TPR=0.6725, FPR=0.6179, PPV=0.5211, Advantage=0.0546
α=67.00%, θ*=2.45, TPR=0.7178, FPR=0.6659, PPV=0.5187, Advantage=0.0519
α=68.00%, θ*=2.45, TPR=0.7178, FPR=0.6659, PPV=0.5187, Advantage=0.0519
α=69.00%, θ*=2.45, TPR=0.7178, FPR=0.6659, PPV=0.5187, Advantage=0.0519
α=70.00%, θ*=2.45, TPR=0.7178, FPR=0.6659, PPV=0.5187, Advantage=0.0519
α=71.00%, θ*=2.45, TPR=0.7178, FPR=0.6659, PPV=0.5187, Advantage=0.0519
α=72.00%, θ*=2.50, TPR=0.7534, FPR=0.7118, PPV=0.5142, Advantage=0.0416
α=73.00%, θ*=2.50, TPR=0.7534, FPR=0.7118, PPV=0.5142, Advantage=0.0416
α=74.00%, θ*=2.50, TPR=0.7534, FPR=0.7118, PPV=0.5142, Advantage=0.0416
α=75.00%, θ*=2.55, TPR=0.7840, FPR=0.7467, PPV=0.5122, Advantage=0.0373
α=76.00%, θ*=2.55, TPR=0.7840, FPR=0.7467, PPV=0.5122, Advantage=0.0373
α=77.00%, θ*=2.55, TPR=0.7840, FPR=0.7467, PPV=0.5122, Advantage=0.0373
α=78.00%, θ*=2.55, TPR=0.7840, FPR=0.7467, PPV=0.5122, Advantage=0.0373
α=79.00%, θ*=2.60, TPR=0.8166, FPR=0.7860, PPV=0.5095, Advantage=0.0306
α=80.00%, θ*=2.60, TPR=0.8166, FPR=0.7860, PPV=0.5095, Advantage=0.0306
α=81.00%, θ*=2.60, TPR=0.8166, FPR=0.7860, PPV=0.5095, Advantage=0.0306
α=82.00%, θ*=2.60, TPR=0.8166, FPR=0.7860, PPV=0.5095, Advantage=0.0306
α=83.00%, θ*=2.60, TPR=0.8166, FPR=0.7860, PPV=0.5095, Advantage=0.0306
α=84.00%, θ*=2.60, TPR=0.8166, FPR=0.7860, PPV=0.5095, Advantage=0.0306
α=85.00%, θ*=2.65, TPR=0.8492, FPR=0.8472, PPV=0.5006, Advantage=0.0021
α=86.00%, θ*=2.65, TPR=0.8492, FPR=0.8472, PPV=0.5006, Advantage=0.0021
α=87.00%, θ*=2.65, TPR=0.8492, FPR=0.8472, PPV=0.5006, Advantage=0.0021
α=88.00%, θ*=2.70, TPR=0.8696, FPR=0.8734, PPV=0.4989, Advantage=-0.0038
α=89.00%, θ*=2.70, TPR=0.8696, FPR=0.8734, PPV=0.4989, Advantage=-0.0038
α=90.00%, θ*=2.75, TPR=0.8880, FPR=0.8996, PPV=0.4968, Advantage=-0.0116
α=91.00%, θ*=2.75, TPR=0.8880, FPR=0.8996, PPV=0.4968, Advantage=-0.0116
α=92.00%, θ*=2.75, TPR=0.8880, FPR=0.8996, PPV=0.4968, Advantage=-0.0116
α=93.00%, θ*=2.80, TPR=0.9000, FPR=0.9236, PPV=0.4935, Advantage=-0.0236
α=94.00%, θ*=2.80, TPR=0.9000, FPR=0.9236, PPV=0.4935, Advantage=-0.0236
α=95.00%, θ*=2.85, TPR=0.9095, FPR=0.9476, PPV=0.4898, Advantage=-0.0381
α=96.00%, θ*=2.85, TPR=0.9095, FPR=0.9476, PPV=0.4898, Advantage=-0.0381
α=97.00%, θ*=2.85, TPR=0.9095, FPR=0.9476, PPV=0.4898, Advantage=-0.0381
α=98.00%, θ*=2.90, TPR=0.9240, FPR=0.9782, PPV=0.4858, Advantage=-0.0542
α=99.00%, θ*=3.00, TPR=0.9559, FPR=0.9803, PPV=0.4937, Advantage=-0.0245
α=100.00%, θ*=4.70, TPR=1.0000, FPR=1.0000, PPV=0.5000, Advantage=0.0000
