α=1.00%, θ*=1.05, TPR=0.0139, FPR=0.0091, PPV=0.6036, Advantage=0.0048
α=20.00%, θ*=1.45, TPR=0.1498, FPR=0.1735, PPV=0.4633, Advantage=-0.0237
α=21.00%, θ*=1.45, TPR=0.1498, FPR=0.1735, PPV=0.4633, Advantage=-0.0237
α=22.00%, θ*=1.45, TPR=0.1498, FPR=0.1735, PPV=0.4633, Advantage=-0.0237
α=23.00%, θ*=1.50, TPR=0.1849, FPR=0.2237, PPV=0.4525, Advantage=-0.0388
α=24.00%, θ*=1.50, TPR=0.1849, FPR=0.2237, PPV=0.4525, Advantage=-0.0388
α=25.00%, θ*=1.50, TPR=0.1849, FPR=0.2237, PPV=0.4525, Advantage=-0.0388
α=26.00%, θ*=1.50, TPR=0.1849, FPR=0.2237, PPV=0.4525, Advantage=-0.0388
α=27.00%, θ*=1.55, TPR=0.2188, FPR=0.2648, PPV=0.4524, Advantage=-0.0460
α=28.00%, θ*=1.55, TPR=0.2188, FPR=0.2648, PPV=0.4524, Advantage=-0.0460
α=29.00%, θ*=1.60, TPR=0.2493, FPR=0.2831, PPV=0.4683, Advantage=-0.0338
α=30.00%, θ*=1.65, TPR=0.2869, FPR=0.2968, PPV=0.4915, Advantage=-0.0099
α=31.00%, θ*=1.65, TPR=0.2869, FPR=0.2968, PPV=0.4915, Advantage=-0.0099
α=32.00%, θ*=1.65, TPR=0.2869, FPR=0.2968, PPV=0.4915, Advantage=-0.0099
α=33.00%, θ*=1.70, TPR=0.3286, FPR=0.3288, PPV=0.4999, Advantage=-0.0002
α=34.00%, θ*=1.70, TPR=0.3286, FPR=0.3288, PPV=0.4999, Advantage=-0.0002
α=35.00%, θ*=1.70, TPR=0.3286, FPR=0.3288, PPV=0.4999, Advantage=-0.0002
α=36.00%, θ*=1.70, TPR=0.3286, FPR=0.3288, PPV=0.4999, Advantage=-0.0002
α=37.00%, θ*=1.75, TPR=0.3737, FPR=0.3653, PPV=0.5057, Advantage=0.0085
α=38.00%, θ*=1.75, TPR=0.3737, FPR=0.3653, PPV=0.5057, Advantage=0.0085
α=39.00%, θ*=1.75, TPR=0.3737, FPR=0.3653, PPV=0.5057, Advantage=0.0085
α=40.00%, θ*=1.80, TPR=0.4242, FPR=0.3995, PPV=0.5150, Advantage=0.0247
α=41.00%, θ*=1.80, TPR=0.4242, FPR=0.3995, PPV=0.5150, Advantage=0.0247
α=42.00%, θ*=1.80, TPR=0.4242, FPR=0.3995, PPV=0.5150, Advantage=0.0247
α=43.00%, θ*=1.85, TPR=0.4691, FPR=0.4224, PPV=0.5262, Advantage=0.0468
α=44.00%, θ*=1.85, TPR=0.4691, FPR=0.4224, PPV=0.5262, Advantage=0.0468
α=45.00%, θ*=1.85, TPR=0.4691, FPR=0.4224, PPV=0.5262, Advantage=0.0468
α=46.00%, θ*=1.85, TPR=0.4691, FPR=0.4224, PPV=0.5262, Advantage=0.0468
α=47.00%, θ*=1.85, TPR=0.4691, FPR=0.4224, PPV=0.5262, Advantage=0.0468
α=48.00%, θ*=1.90, TPR=0.5033, FPR=0.4749, PPV=0.5145, Advantage=0.0284
α=49.00%, θ*=1.90, TPR=0.5033, FPR=0.4749, PPV=0.5145, Advantage=0.0284
α=50.00%, θ*=1.90, TPR=0.5033, FPR=0.4749, PPV=0.5145, Advantage=0.0284
α=51.00%, θ*=1.90, TPR=0.5033, FPR=0.4749, PPV=0.5145, Advantage=0.0284
α=52.00%, θ*=1.90, TPR=0.5033, FPR=0.4749, PPV=0.5145, Advantage=0.0284
α=53.00%, θ*=1.90, TPR=0.5033, FPR=0.4749, PPV=0.5145, Advantage=0.0284
α=54.00%, θ*=1.90, TPR=0.5033, FPR=0.4749, PPV=0.5145, Advantage=0.0284
α=55.00%, θ*=1.90, TPR=0.5033, FPR=0.4749, PPV=0.5145, Advantage=0.0284
α=56.00%, θ*=1.95, TPR=0.5360, FPR=0.5594, PPV=0.4893, Advantage=-0.0234
α=57.00%, θ*=1.95, TPR=0.5360, FPR=0.5594, PPV=0.4893, Advantage=-0.0234
α=58.00%, θ*=1.95, TPR=0.5360, FPR=0.5594, PPV=0.4893, Advantage=-0.0234
α=59.00%, θ*=1.95, TPR=0.5360, FPR=0.5594, PPV=0.4893, Advantage=-0.0234
α=60.00%, θ*=2.00, TPR=0.5709, FPR=0.5913, PPV=0.4912, Advantage=-0.0205
α=61.00%, θ*=2.10, TPR=0.6548, FPR=0.6050, PPV=0.5198, Advantage=0.0498
α=62.00%, θ*=2.15, TPR=0.6899, FPR=0.6187, PPV=0.5272, Advantage=0.0712
α=63.00%, θ*=2.15, TPR=0.6899, FPR=0.6187, PPV=0.5272, Advantage=0.0712
α=64.00%, θ*=2.15, TPR=0.6899, FPR=0.6187, PPV=0.5272, Advantage=0.0712
α=65.00%, θ*=2.15, TPR=0.6899, FPR=0.6187, PPV=0.5272, Advantage=0.0712
α=66.00%, θ*=2.15, TPR=0.6899, FPR=0.6187, PPV=0.5272, Advantage=0.0712
α=67.00%, θ*=2.20, TPR=0.7273, FPR=0.6621, PPV=0.5234, Advantage=0.0652
α=68.00%, θ*=2.20, TPR=0.7273, FPR=0.6621, PPV=0.5234, Advantage=0.0652
α=69.00%, θ*=2.20, TPR=0.7273, FPR=0.6621, PPV=0.5234, Advantage=0.0652
α=70.00%, θ*=2.20, TPR=0.7273, FPR=0.6621, PPV=0.5234, Advantage=0.0652
α=71.00%, θ*=2.20, TPR=0.7273, FPR=0.6621, PPV=0.5234, Advantage=0.0652
α=72.00%, θ*=2.20, TPR=0.7273, FPR=0.6621, PPV=0.5234, Advantage=0.0652
α=73.00%, θ*=2.25, TPR=0.7648, FPR=0.7260, PPV=0.5130, Advantage=0.0388
α=74.00%, θ*=2.25, TPR=0.7648, FPR=0.7260, PPV=0.5130, Advantage=0.0388
α=75.00%, θ*=2.25, TPR=0.7648, FPR=0.7260, PPV=0.5130, Advantage=0.0388
α=76.00%, θ*=2.25, TPR=0.7648, FPR=0.7260, PPV=0.5130, Advantage=0.0388
α=77.00%, θ*=2.25, TPR=0.7648, FPR=0.7260, PPV=0.5130, Advantage=0.0388
α=78.00%, θ*=2.30, TPR=0.7948, FPR=0.7785, PPV=0.5052, Advantage=0.0163
α=79.00%, θ*=2.30, TPR=0.7948, FPR=0.7785, PPV=0.5052, Advantage=0.0163
α=80.00%, θ*=2.30, TPR=0.7948, FPR=0.7785, PPV=0.5052, Advantage=0.0163
α=81.00%, θ*=2.30, TPR=0.7948, FPR=0.7785, PPV=0.5052, Advantage=0.0163
α=82.00%, θ*=2.30, TPR=0.7948, FPR=0.7785, PPV=0.5052, Advantage=0.0163
α=83.00%, θ*=2.30, TPR=0.7948, FPR=0.7785, PPV=0.5052, Advantage=0.0163
α=84.00%, θ*=2.35, TPR=0.8280, FPR=0.8379, PPV=0.4970, Advantage=-0.0099
α=85.00%, θ*=2.35, TPR=0.8280, FPR=0.8379, PPV=0.4970, Advantage=-0.0099
α=86.00%, θ*=2.40, TPR=0.8570, FPR=0.8584, PPV=0.4996, Advantage=-0.0014
α=87.00%, θ*=2.40, TPR=0.8570, FPR=0.8584, PPV=0.4996, Advantage=-0.0014
α=88.00%, θ*=2.40, TPR=0.8570, FPR=0.8584, PPV=0.4996, Advantage=-0.0014
α=89.00%, θ*=2.40, TPR=0.8570, FPR=0.8584, PPV=0.4996, Advantage=-0.0014
α=90.00%, θ*=2.45, TPR=0.8790, FPR=0.8904, PPV=0.4968, Advantage=-0.0114
α=91.00%, θ*=2.65, TPR=0.9536, FPR=0.9064, PPV=0.5127, Advantage=0.0473
α=92.00%, θ*=2.70, TPR=0.9671, FPR=0.9132, PPV=0.5143, Advantage=0.0538
α=93.00%, θ*=2.75, TPR=0.9705, FPR=0.9269, PPV=0.5115, Advantage=0.0435
α=94.00%, θ*=2.80, TPR=0.9766, FPR=0.9338, PPV=0.5112, Advantage=0.0428
α=95.00%, θ*=2.80, TPR=0.9766, FPR=0.9338, PPV=0.5112, Advantage=0.0428
α=96.00%, θ*=2.85, TPR=0.9832, FPR=0.9589, PPV=0.5062, Advantage=0.0243
α=97.00%, θ*=2.90, TPR=0.9883, FPR=0.9635, PPV=0.5064, Advantage=0.0248
α=98.00%, θ*=2.90, TPR=0.9883, FPR=0.9635, PPV=0.5064, Advantage=0.0248
α=99.00%, θ*=3.15, TPR=0.9971, FPR=0.9863, PPV=0.5027, Advantage=0.0108
α=100.00%, θ*=4.70, TPR=1.0000, FPR=1.0000, PPV=0.5000, Advantage=0.0000
