α=1.00%, θ*=2.70, TPR=0.0208, FPR=0.0044, PPV=0.8261, Advantage=0.0164
α=77.00%, θ*=3.20, TPR=0.7466, FPR=0.6886, PPV=0.5202, Advantage=0.0580
α=78.00%, θ*=3.20, TPR=0.7466, FPR=0.6886, PPV=0.5202, Advantage=0.0580
α=79.00%, θ*=3.20, TPR=0.7466, FPR=0.6886, PPV=0.5202, Advantage=0.0580
α=80.00%, θ*=3.20, TPR=0.7466, FPR=0.6886, PPV=0.5202, Advantage=0.0580
α=81.00%, θ*=3.25, TPR=0.8456, FPR=0.8026, PPV=0.5130, Advantage=0.0430
α=82.00%, θ*=3.25, TPR=0.8456, FPR=0.8026, PPV=0.5130, Advantage=0.0430
α=83.00%, θ*=3.25, TPR=0.8456, FPR=0.8026, PPV=0.5130, Advantage=0.0430
α=84.00%, θ*=3.25, TPR=0.8456, FPR=0.8026, PPV=0.5130, Advantage=0.0430
α=85.00%, θ*=3.25, TPR=0.8456, FPR=0.8026, PPV=0.5130, Advantage=0.0430
α=86.00%, θ*=3.25, TPR=0.8456, FPR=0.8026, PPV=0.5130, Advantage=0.0430
α=87.00%, θ*=3.25, TPR=0.8456, FPR=0.8026, PPV=0.5130, Advantage=0.0430
α=88.00%, θ*=3.25, TPR=0.8456, FPR=0.8026, PPV=0.5130, Advantage=0.0430
α=89.00%, θ*=3.25, TPR=0.8456, FPR=0.8026, PPV=0.5130, Advantage=0.0430
α=90.00%, θ*=3.25, TPR=0.8456, FPR=0.8026, PPV=0.5130, Advantage=0.0430
α=91.00%, θ*=3.30, TPR=0.9145, FPR=0.9079, PPV=0.5018, Advantage=0.0066
α=92.00%, θ*=3.30, TPR=0.9145, FPR=0.9079, PPV=0.5018, Advantage=0.0066
α=93.00%, θ*=3.30, TPR=0.9145, FPR=0.9079, PPV=0.5018, Advantage=0.0066
α=94.00%, θ*=3.30, TPR=0.9145, FPR=0.9079, PPV=0.5018, Advantage=0.0066
α=95.00%, θ*=3.30, TPR=0.9145, FPR=0.9079, PPV=0.5018, Advantage=0.0066
α=96.00%, θ*=3.35, TPR=0.9405, FPR=0.9583, PPV=0.4953, Advantage=-0.0179
α=97.00%, θ*=3.35, TPR=0.9405, FPR=0.9583, PPV=0.4953, Advantage=-0.0179
α=98.00%, θ*=3.40, TPR=0.9583, FPR=0.9759, PPV=0.4955, Advantage=-0.0175
α=99.00%, θ*=3.65, TPR=0.9973, FPR=0.9825, PPV=0.5038, Advantage=0.0148
α=100.00%, θ*=4.70, TPR=1.0000, FPR=1.0000, PPV=0.5000, Advantage=0.0000
