Logging
ITERATION 0.0000 | TOTAL G LOSS -0.1400
ITERATION 1.0000 | TOTAL G LOSS -0.1128
ITERATION 2.0000 | TOTAL G LOSS -0.1505
ITERATION 3.0000 | TOTAL G LOSS -0.0651
ITERATION 4.0000 | TOTAL G LOSS 0.0298
ITERATION 5.0000 | TOTAL G LOSS -0.1927
ITERATION 6.0000 | TOTAL G LOSS -0.0430
ITERATION 7.0000 | TOTAL G LOSS -0.1182
ITERATION 8.0000 | TOTAL G LOSS -0.3346
ITERATION 9.0000 | TOTAL G LOSS -0.1157
ITERATION 10.0000 | TOTAL G LOSS -0.2924
ITERATION 11.0000 | TOTAL G LOSS -0.1230
ITERATION 12.0000 | TOTAL G LOSS -0.2204
ITERATION 13.0000 | TOTAL G LOSS -0.4381
ITERATION 14.0000 | TOTAL G LOSS -0.1811
ITERATION 15.0000 | TOTAL G LOSS -0.4796
ITERATION 16.0000 | TOTAL G LOSS -0.1703
ITERATION 17.0000 | TOTAL G LOSS -0.4113
ITERATION 18.0000 | TOTAL G LOSS -0.3747
ITERATION 19.0000 | TOTAL G LOSS -0.0632
ITERATION 20.0000 | TOTAL G LOSS -0.2001
ITERATION 21.0000 | TOTAL G LOSS -0.4207
ITERATION 22.0000 | TOTAL G LOSS -0.1179
ITERATION 23.0000 | TOTAL G LOSS -0.2777
ITERATION 24.0000 | TOTAL G LOSS -0.1509
ITERATION 25.0000 | TOTAL G LOSS -0.3358
ITERATION 26.0000 | TOTAL G LOSS -0.3318
ITERATION 27.0000 | TOTAL G LOSS -0.6475
ITERATION 28.0000 | TOTAL G LOSS -0.6518
ITERATION 29.0000 | TOTAL G LOSS -0.4765
ITERATION 30.0000 | TOTAL G LOSS -0.6680
ITERATION 31.0000 | TOTAL G LOSS -0.4174
ITERATION 32.0000 | TOTAL G LOSS -0.6934
ITERATION 33.0000 | TOTAL G LOSS -0.4622
ITERATION 34.0000 | TOTAL G LOSS -0.7112
ITERATION 35.0000 | TOTAL G LOSS -0.6847
ITERATION 36.0000 | TOTAL G LOSS -0.7377
ITERATION 37.0000 | TOTAL G LOSS -0.7723
ITERATION 38.0000 | TOTAL G LOSS -0.5118
ITERATION 39.0000 | TOTAL G LOSS -0.6841
ITERATION 40.0000 | TOTAL G LOSS -0.8023
ITERATION 41.0000 | TOTAL G LOSS -0.4517
ITERATION 42.0000 | TOTAL G LOSS -0.7714
ITERATION 43.0000 | TOTAL G LOSS -0.9294
ITERATION 44.0000 | TOTAL G LOSS -0.9651
ITERATION 45.0000 | TOTAL G LOSS -0.8206
ITERATION 46.0000 | TOTAL G LOSS -0.9501
ITERATION 47.0000 | TOTAL G LOSS -1.3617
ITERATION 48.0000 | TOTAL G LOSS -0.8948
ITERATION 49.0000 | TOTAL G LOSS -1.2778
ITERATION 50.0000 | TOTAL G LOSS -1.2566
ITERATION 51.0000 | TOTAL G LOSS -1.0917
ITERATION 52.0000 | TOTAL G LOSS -1.1776
ITERATION 53.0000 | TOTAL G LOSS -0.8971
ITERATION 54.0000 | TOTAL G LOSS -1.2654
ITERATION 55.0000 | TOTAL G LOSS -1.1615
ITERATION 56.0000 | TOTAL G LOSS -1.2935
ITERATION 57.0000 | TOTAL G LOSS -1.3775
ITERATION 58.0000 | TOTAL G LOSS -1.3431
ITERATION 59.0000 | TOTAL G LOSS -1.1526
ITERATION 60.0000 | TOTAL G LOSS -1.4209
ITERATION 61.0000 | TOTAL G LOSS -1.7261
ITERATION 62.0000 | TOTAL G LOSS -1.7338
ITERATION 63.0000 | TOTAL G LOSS -1.6415
ITERATION 64.0000 | TOTAL G LOSS -1.9512
ITERATION 65.0000 | TOTAL G LOSS -1.4970
ITERATION 66.0000 | TOTAL G LOSS -1.7956
ITERATION 67.0000 | TOTAL G LOSS -1.6524
ITERATION 68.0000 | TOTAL G LOSS -2.0088
ITERATION 69.0000 | TOTAL G LOSS -1.9291
ITERATION 70.0000 | TOTAL G LOSS -1.9551
ITERATION 71.0000 | TOTAL G LOSS -2.4636
ITERATION 72.0000 | TOTAL G LOSS -2.2936
ITERATION 73.0000 | TOTAL G LOSS -2.2269
ITERATION 74.0000 | TOTAL G LOSS -2.2530
ITERATION 75.0000 | TOTAL G LOSS -2.5368
ITERATION 76.0000 | TOTAL G LOSS -3.0114
ITERATION 77.0000 | TOTAL G LOSS -2.3883
ITERATION 78.0000 | TOTAL G LOSS -2.8934
ITERATION 79.0000 | TOTAL G LOSS -3.0966
ITERATION 80.0000 | TOTAL G LOSS -3.0989
ITERATION 81.0000 | TOTAL G LOSS -3.0020
ITERATION 82.0000 | TOTAL G LOSS -3.3856
ITERATION 83.0000 | TOTAL G LOSS -3.0117
ITERATION 84.0000 | TOTAL G LOSS -3.9671
ITERATION 85.0000 | TOTAL G LOSS -3.1215
ITERATION 86.0000 | TOTAL G LOSS -4.0573
ITERATION 87.0000 | TOTAL G LOSS -4.2318
ITERATION 88.0000 | TOTAL G LOSS -4.2310
ITERATION 89.0000 | TOTAL G LOSS -3.5669
ITERATION 90.0000 | TOTAL G LOSS -4.5378
ITERATION 91.0000 | TOTAL G LOSS -4.1443
ITERATION 92.0000 | TOTAL G LOSS -4.6634
ITERATION 93.0000 | TOTAL G LOSS -4.5789
ITERATION 94.0000 | TOTAL G LOSS -5.3386
ITERATION 95.0000 | TOTAL G LOSS -4.8496
ITERATION 96.0000 | TOTAL G LOSS -5.4293
ITERATION 97.0000 | TOTAL G LOSS -5.5357
ITERATION 98.0000 | TOTAL G LOSS -5.5477
ITERATION 99.0000 | TOTAL G LOSS -5.7936
ITERATION 100.0000 | TOTAL G LOSS -6.1831
ITERATION 101.0000 | TOTAL G LOSS -6.1069
ITERATION 102.0000 | TOTAL G LOSS -6.2097
ITERATION 103.0000 | TOTAL G LOSS -6.5078
ITERATION 104.0000 | TOTAL G LOSS -6.8237
ITERATION 105.0000 | TOTAL G LOSS -7.2321
ITERATION 106.0000 | TOTAL G LOSS -7.4199
ITERATION 107.0000 | TOTAL G LOSS -7.1713
ITERATION 108.0000 | TOTAL G LOSS -6.8317
ITERATION 109.0000 | TOTAL G LOSS -8.6314
ITERATION 110.0000 | TOTAL G LOSS -8.6020
ITERATION 111.0000 | TOTAL G LOSS -7.7620
ITERATION 112.0000 | TOTAL G LOSS -6.7287
ITERATION 113.0000 | TOTAL G LOSS -8.4905
ITERATION 114.0000 | TOTAL G LOSS -7.7059
ITERATION 115.0000 | TOTAL G LOSS -10.0664
ITERATION 116.0000 | TOTAL G LOSS -7.9503
ITERATION 117.0000 | TOTAL G LOSS -8.6481
ITERATION 118.0000 | TOTAL G LOSS -8.5037
ITERATION 119.0000 | TOTAL G LOSS -8.6957
ITERATION 120.0000 | TOTAL G LOSS -8.1761
ITERATION 121.0000 | TOTAL G LOSS -8.9746
ITERATION 122.0000 | TOTAL G LOSS -7.7677
ITERATION 123.0000 | TOTAL G LOSS -9.1520
ITERATION 124.0000 | TOTAL G LOSS -8.2139
ITERATION 125.0000 | TOTAL G LOSS -8.8200
ITERATION 126.0000 | TOTAL G LOSS -6.9805
ITERATION 127.0000 | TOTAL G LOSS -7.4977
ITERATION 128.0000 | TOTAL G LOSS -7.1622
ITERATION 129.0000 | TOTAL G LOSS -7.5820
ITERATION 130.0000 | TOTAL G LOSS -7.8160
ITERATION 131.0000 | TOTAL G LOSS -8.2363
ITERATION 132.0000 | TOTAL G LOSS -7.7370
ITERATION 133.0000 | TOTAL G LOSS -7.8018
ITERATION 134.0000 | TOTAL G LOSS -7.8742
ITERATION 135.0000 | TOTAL G LOSS -6.1862
